name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,active_year,first_year,last_year,AVG,birth
Joe Glenn,248,718,77,181,34,5,5,89,81,91,6,5,2.305,2.205,4.51,8,1932,1940,0.2145,1914
Joe Goddard,12,35,0,7,2,0,0,2,5,9,0,0,0.3,0.257,0.557,1,1972,1972,0.2,1950
Joe Goodrich,43,173,24,32,3,3,0,12,16,0,4,0,0.254,0.237,0.491,1,1924,1924,0.185,1902
Joe Gordon,1566,5707,914,1530,264,52,253,975,759,702,89,60,3.902,5.066,8.968,11,1938,1950,0.2650909090909091,1922
Joe Grace,484,1561,225,442,76,18,20,172,179,135,9,17,2.165,2.342,4.507,6,1938,1947,0.2895,1920
Joe Green,34,52,5,12,4,0,0,5,3,1,0,0,0.55,0.641,1.191,3,1920,1924,0.1556666666666666,1900
Joe Greene,257,791,151,216,40,20,18,142,127,12,15,0,4.408,5.124,9.532,11,1932,1948,0.3154545454545454,1918
Joe Gunson,229,826,96,174,21,6,0,90.66666666666669,34,40,5.333333333333333,0,1.086666666666667,0.961,2.166666666666667,4,1884,1893,0.20425,1866
Joe Hague,430,1195,141,286,41,10,40,163,177,222,4,8,1.869,2.119,3.988,6,1968,1973,0.2161666666666667,1948
Joe Hall,26,47,9,15,4,0,1,8,4,7,0,0,1.187,1.49,2.677,3,1994,1997,0.342,1973
Joe Harrington,72,264,47,58,5,5,3,38,26,22,5,0,0.63,0.702,1.332,2,1895,1896,0.239,1873
Joe Harris,972,3035,462,963,201,64,47,517,413,188,36,32,4.4510000000000005,4.226,8.677,10,1914,1928,0.2845,1899
Joe Hassler,37,46,9,11,2,0,0,4,2,7,0,1,0.556,0.5740000000000001,1.13,3,1928,1930,0.1716666666666666,1907
Joe Hauser,629,2044,350,580,103,28,80,356,250,229,19,19,2.136,2.83,4.966,6,1922,1929,0.27,1903
Joe Hewitt,352,1171,226,265,29,6,3,92,212,2,89,9,3.2104285714285714,1.903,5.5401428571428575,9,1920,1932,0.1784444444444444,1904
Joe Hicks,212,416,41,92,11,3,12,39,29,73,3,6,1.521,1.663,3.184,5,1959,1963,0.2484,1939
Joe Hoover,338,1238,178,301,45,15,5,84,92,202,19,17,0.914,0.968,1.882,3,1943,1945,0.2453333333333333,1922
Joe Hornung,1123,4784,788,1230,172,90,31,564,120,498,381.6,0,3.294,4.175,7.068,12,1879,1890,0.2546666666666666,1862
Joe Hudson,19,30,0,5,1,0,0,1,2,6,0,0,0.43,0.426,0.856,4,2018,2024,0.08575,1999
Joe Hutcheson,55,184,19,43,4,1,6,21,15,13,1,0,0.295,0.364,0.659,1,1933,1933,0.234,1911
Joe Inglett,333,808,100,229,36,17,6,77,65,144,19,4,2.187,2.798,4.984999999999999,6,2006,2011,0.323,1986
Joe Jackson,1332,4981,872,1772,307,168,54,785,519,158,202,198.25,5.027,6.033,11.06,13,1908,1920,0.3264615384615384,1892
Joe Jenkins,44,62,0,8,2,1,0,3,2,17,3,0,0.463,0.5409999999999999,1.004,4,1914,1940,0.0985,1905
Joe Judge,2173,7898,1185,2352,433,159,71,1034,965,478,213,115,7.63,8.305,15.935,20,1915,1934,0.30125,1902
Joe Just,25,45,2,7,0,0,0,2,4,9,0,0,0.487,0.3289999999999999,0.8160000000000001,2,1944,1945,0.1644999999999999,1922
Joe Kappel,60,223,30,51,8,1,1,22,20,2,24,0,0.62,0.37,1.226,2,1884,1890,0.1535,1865
Joe Kelley,1852,7006,1421,2220,358,194,65,1194,911,163,443,0,6.565,7.346,13.911,17,1891,1908,0.3068235294117647,1877
Joe Kelly,473,1569,148,370,54,25,7,156,88,157,66,0,1.882,2.139,4.021,7,1914,1928,0.2311428571428571,1899
Joe Keough,332,863,95,212,26,5,9,81,87,75,9,9,1.564,1.533,3.097,6,1968,1973,0.1983333333333333,1948
Joe Klugmann,77,187,22,47,11,3,0,17,11,15,3,2,0.92,0.983,1.903,4,1921,1925,0.195,1901
Joe Kmak,70,163,16,37,8,0,1,13,20,25,6,2,0.645,0.622,1.267,2,1993,1995,0.2314999999999999,1972
Joe Knight,127,481,67,150,26,8,4,67,38,31,17,0,0.367,0.424,0.791,1,1890,1890,0.312,1868
Joe Koppe,578,1606,202,379,61,12,19,141,209,345,16,13,2.6630000000000003,2.622,5.285,8,1958,1965,0.253875,1939
Joe Koshansky,35,50,5,9,4,0,3,10,3,22,0,0,0.45,0.6930000000000001,1.143,2,2007,2008,0.147,1985
Joe Kuhel,2104,7984,1236,2212,412,111,131,1049,980,612,178,90,6.077,6.865,12.942,18,1930,1947,0.2615555555555555,1916
Joe Kutina,96,306,30,68,15,5,4,33,15,0,2,0,0.541,0.739,1.28,2,1911,1912,0.2309999999999999,1889
Joe Lafata,127,236,31,54,3,2,5,34,24,42,2,0,0.615,0.638,1.253,3,1947,1949,0.1523333333333333,1926
Joe Lahoud,791,1925,239,429,68,12,65,218,309,340,20,20,3.489,3.753,7.242,11,1968,1978,0.2139090909090908,1951
Joe Lansford,25,30,7,6,0,0,1,5,6,7,0,1,0.595,0.8069999999999999,1.402,2,1982,1983,0.216,1960
Joe Lawrence,55,150,16,27,4,0,2,15,16,38,2,1,0.262,0.247,0.509,1,2002,2002,0.18,1980
Joe Lefebvre,447,1091,139,281,52,13,31,130,139,204,11,9,1.958,2.168,4.126,6,1980,1986,0.2313333333333333,1961
Joe Leonard,273,791,94,179,23,12,2,61,99,113,17,0,1.253,1.176,2.4290000000000003,5,1914,1920,0.1838,1895
Joe Lewis,190,599,78,144,31,6,1,76,45,0,12,0,2.493,2.642,5.135,9,1923,1934,0.2167777777777778,1906
Joe Lillard,35,120,11,24,3,1,0,7,6,1,1,0,0.238,0.242,0.48,1,1934,1934,0.2,1912
Joe Lis,356,780,96,182,31,1,32,92,110,209,1,3,2.723,3.493,6.216,8,1970,1977,0.242625,1951
Joe Lonnett,143,325,22,54,8,0,6,27,40,74,0,1,0.973,0.871,1.844,4,1956,1959,0.16575,1935
Joe Lovitto,306,763,70,165,22,4,4,53,80,113,22,21,1.104,0.987,2.091,4,1972,1975,0.19775,1951
Joe Lutz,14,36,7,6,0,1,0,2,6,9,0,0,0.286,0.222,0.508,1,1951,1951,0.167,1929
Joe Mack,66,260,30,60,13,1,3,44,34,39,1,0,0.32,0.323,0.643,1,1945,1945,0.231,1923
Joe Mahoney,11,33,2,8,1,0,1,4,0,4,0,0,0.276,0.414,0.69,2,2012,2013,0.138,1990
Joe Marshall,42,118,4,21,2,4,0,9,6,0,0,0,0.477,0.689,1.166,2,1903,1906,0.2095,1882
Joe Martin,87,307,29,68,11,9,0,16,11,4,2,0,0.565,0.648,1.213,3,1903,1938,0.162,1898
Joe Marty,538,1832,223,478,78,22,44,222,142,187,14,0,1.586,1.997,3.583,5,1937,1941,0.26,1917
Joe Mather,229,493,49,108,26,0,14,49,34,112,7,4,1.076,1.388,2.464,4,2008,2012,0.22,1988
Joe Mathes,32,99,10,27,3,0,0,6,9,11,1,0,0.562,0.472,1.0339999999999998,3,1912,1916,0.1456666666666666,1892
Joe Mauer,1858,6930,1018,2123,428,30,143,923,939,1034,52,19,5.788,6.647,12.435,15,2004,2018,0.3054666666666666,1989
Joe McCabe,28,46,2,8,0,0,1,7,4,21,1,0,0.431,0.4539999999999999,0.885,2,1964,1965,0.1714999999999999,1942
Joe McCarthy,19,49,3,9,2,0,0,2,2,5,0,0,0.282,0.297,0.579,3,1905,2020,0.081,1940
Joe McDonald,10,32,4,5,0,0,0,1,1,0,0,0,0.182,0.156,0.338,1,1910,1910,0.156,1888
Joe McEwing,754,1767,217,443,89,10,25,158,113,352,33,20,2.307,2.656,4.963,9,1998,2006,0.2125555555555555,1980
Joe McGuckin,11,37,2,4,0,0,0,2,6,0,3,0,0.25,0.108,0.358,1,1890,1890,0.108,1868
Joe Medwick,1984,7635,1198,2471,540,113,205,1383,437,551,42,0,6.033,8.118,14.151,17,1932,1948,0.3152941176470588,1918
Joe Miller,203,762,90,163,21,13,1,48,54,0,0,0,0.5329999999999999,0.5509999999999999,1.084,2,1884,1885,0.211,1862
Joe Millette,43,88,8,18,0,0,0,4,6,12,1,0,0.544,0.405,0.949,2,1992,1993,0.2025,1970
Joe Mitchell,26,87,15,25,2,1,1,15,3,0,1,0,0.311,0.368,0.679,1,1932,1932,0.287,1910
Joe Moock,13,40,2,9,2,0,0,5,0,7,0,0,0.225,0.275,0.5,1,1967,1967,0.225,1945
Joe Morgan,2737,9464,1665,2553,454,99,270,1143,1883,1046,689,162,9.36,9.714,19.074,26,1959,1984,0.2465,1949
Joe Mowry,192,464,51,108,19,6,2,37,29,48,1,0,0.841,0.944,1.785,3,1933,1935,0.2336666666666667,1912
Joe Mulvey,987,4063,598,1059,157,71,28,532,134,257,196,0,3.4275,4.124,7.518,12,1883,1895,0.2556666666666666,1867
Joe Munson,42,136,22,39,5,3,3,18,11,5,1,2,0.754,0.92,1.674,2,1925,1926,0.314,1903
Joe Nealon,259,937,111,240,31,20,3,130,76,0,26,0,0.628,0.6779999999999999,1.306,2,1906,1907,0.256,1884
Joe Nolan,621,1454,156,382,66,10,27,178,164,183,7,8,3.506,3.555,7.061,11,1972,1985,0.2323636363636363,1956
Joe Nossek,295,579,47,132,25,4,3,53,19,72,8,2,0.847,0.993,1.84,6,1964,1970,0.1291666666666666,1945
Joe Oliver,1076,3367,320,831,174,3,102,476,248,637,13,13,3.816,4.996,8.812,13,1989,2001,0.2425384615384615,1973
Joe Orengo,366,1120,129,266,54,8,17,122,156,219,12,3,1.515,1.397,2.912,6,1939,1945,0.1643333333333333,1920
Joe Orsulak,1494,4293,559,1173,186,37,57,405,318,402,93,60,4.304,4.946,9.25,14,1983,1997,0.2620714285714285,1968
Joe Otten,26,87,8,21,0,0,0,8,5,8,2,0,0.283,0.241,0.524,1,1895,1895,0.241,1873
Joe Palmisano,19,44,5,10,2,0,0,4,6,3,0,0,0.32,0.273,0.593,1,1931,1931,0.227,1909
Joe Panik,818,2778,340,733,136,19,42,258,256,314,22,7,2.611,2.875,5.486,8,2014,2021,0.259375,1995
Joe Pepitone,1397,5097,606,1315,158,35,219,721,302,526,41,32,3.619,5.122,8.741,12,1962,1973,0.2586666666666666,1945
Joe Pettini,188,344,38,70,5,2,1,20,33,53,10,4,0.999,0.8170000000000001,1.816,4,1980,1983,0.173,1959
Joe Pignatano,307,689,81,161,25,4,16,62,94,116,8,4,1.855,1.989,3.844,6,1957,1962,0.2291666666666666,1937
Joe Pittman,139,285,29,75,7,2,0,16,20,37,13,8,0.849,0.8410000000000001,1.69,3,1981,1984,0.2526666666666666,1960
Joe Quest,593,2282,299,496,77,17,1,178.875,103,161,45,0,2.4885,2.399,4.8105,9,1878,1886,0.2163333333333333,1860
Joe Quinn,1768,6879,891,1797,228,70,29,843.625,364,214,303.7333333333333,0,5.237214285714286,5.615,10.989285714285714,17,1884,1901,0.2605294117647059,1870
Joe Randa,1522,5428,697,1543,327,36,123,739,432,738,42,26,3.973,4.917,8.89,12,1995,2006,0.2753333333333333,1978
Joe Rickert,15,66,6,11,1,2,0,1,3,0,1,0,0.373,0.417,0.79,2,1898,1901,0.167,1877
Joe Riggert,176,558,68,134,18,14,8,44,46,64,20,0,0.889,1.075,1.964,3,1911,1919,0.2326666666666666,1893
Joe Rossi,55,145,14,32,0,1,1,6,20,20,1,0,0.319,0.255,0.574,1,1952,1952,0.221,1930
Joe Royal,33,108,12,21,2,0,1,13,7,2,4,0,0.975,0.787,1.762,4,1938,1944,0.177,1919
Joe Rudi,1547,5556,684,1468,287,39,179,810,369,870,25,15,4.734,6.319,11.053,16,1967,1982,0.2459375,1952
Joe Rullo,51,151,7,32,3,0,0,11,14,26,1,0,0.604,0.512,1.116,2,1943,1944,0.2289999999999999,1921
Joe Sargent,67,178,20,45,8,5,2,22,24,26,2,3,0.342,0.388,0.73,1,1921,1921,0.253,1899
Joe Schepner,14,48,2,10,4,0,0,6,1,5,0,0,0.224,0.292,0.516,1,1919,1919,0.208,1897
Joe Schultz,944,2287,253,643,96,20,16,295,153,123,35,26.153846153846157,6.645,6.779,13.424,20,1912,1948,0.27895,1908
Joe Scott,138,514,74,158,22,10,5,75,39,1,9,8,2.205,2.526,4.731,8,1927,1948,0.23425,1915
Joe Sewell,1903,7132,1141,2226,436,68,49,1055,842,114,74,72,5.475,5.751,11.226,14,1920,1933,0.3117857142857143,1904
Joe Siddall,73,142,7,24,5,0,1,11,13,41,0,0,1.091,0.897,1.988,4,1993,1998,0.1835,1973
Joe Simpson,607,1397,166,338,54,12,9,124,90,190,45,27,2.569,2.624,5.1930000000000005,9,1975,1983,0.2465555555555555,1957
Joe Smith,14,32,1,5,0,0,0,2,1,14,1,0,0.182,0.156,0.338,1,1913,1913,0.156,1891
Joe Sommer,920,3675,617,911,109,42,11,380,238,53,202,0,2.9485714285714284,2.995,5.937142857142858,10,1880,1890,0.2432,1863
Joe Sparks,114,335,46,66,13,7,6,40,39,7,5,0,1.162,1.344,2.506,4,1937,1940,0.19425,1916
Joe Spencer,98,287,30,59,6,1,0,26,23,1,4,0,2.123,2.121,4.244,8,1941,1948,0.222875,1922
Joe Sprinz,21,53,6,9,1,0,0,2,5,5,0,0,0.5780000000000001,0.4,0.978,3,1930,1933,0.126,1909
Joe Stanley,228,714,80,153,16,10,2,88.66666666666666,51,0,23.333333333333336,0,1.647333333333333,1.64,3.2270000000000003,7,1884,1909,0.1971428571428571,1874
Joe Start,798,3433,590,1031,107,55,7,357,150,109,44,0,0,4.0120000000000005,0,11,1876,1886,0.2972727272727273,1859
Joe Stephenson,29,67,8,12,1,0,0,4,2,15,1,0,0.683,0.5599999999999999,1.243,3,1943,1947,0.1726666666666666,1923
Joe Strain,169,520,60,130,15,1,1,29,28,38,9,6,0.855,0.812,1.667,3,1979,1981,0.2386666666666666,1958
Joe Straub,38,144,7,22,2,0,0,6,6,3,0,0,0,0.63,0,3,1880,1883,0.1893333333333333,1859
Joe Strauss,101,399,46,86,9,7,1,54,10,0,87,0,0.6135,0.705,1.296,3,1884,1886,0.1953333333333333,1863
Joe Stripp,1147,4211,575,1238,219,43,24,464,280,226,50,0,3.717,4.1530000000000005,7.87,11,1928,1938,0.2884545454545454,1911
Joe Strong,61,161,24,54,12,1,3,28,22,0,1,0,1.068,1.272,2.34,3,1932,1936,0.2903333333333333,1912
Joe Sugden,836,2726,303,696,72,25,3,283,220,34,48,0,4.158,4.058,8.216,13,1893,1912,0.2596923076923076,1880
Joe Sullivan,413,1648,287,492,45,29,11,227,116,80,49,0,1.464,1.537,3.001,4,1893,1896,0.3025,1872
Joe Taylor,123,307,38,80,17,2,9,34,30,61,0,2,1.926,2.388,4.314,5,1937,1959,0.3044,1926
Joe Thurston,184,337,34,76,20,5,1,27,35,67,5,2,1.846,1.949,3.795,7,2002,2011,0.2192857142857143,1984
Joe Tinker,1809,6434,774,1687,263,114,31,782,416,149,336,0,4.571,5.033,9.604,15,1902,1916,0.2524,1887
Joe Tipton,417,1117,116,264,36,5,29,125,186,142,3,3,2.44,2.513,4.953,7,1948,1954,0.2392857142857143,1929
Joe Torre,2209,7874,996,2342,344,59,252,1185,779,1094,23,29,6.494,7.898,14.392,18,1960,1977,0.2995555555555555,1946
Joe Visner,235,924,183,241,29,36,12,149,122,90,44,0,1.349,1.454,2.803,4,1885,1891,0.2495,1866
Joe Vitiello,282,693,76,172,35,1,26,104,80,165,2,0,2.225,2.596,4.821,7,1995,2003,0.2305714285714285,1977
Joe Vosmik,1413,5472,818,1682,335,92,65,874,514,272,23,28.363636363636363,4.438,5.131,9.569,13,1930,1944,0.2845384615384615,1915
Joe Wagner,76,197,17,35,5,2,0,13,8,35,4,6,0.21,0.223,0.433,1,1915,1915,0.178,1893
Joe Wall,15,40,2,12,2,0,0,1,5,0,0,0,0.868,0.813,1.681,2,1901,1902,0.375,1879
Joe Wallis,329,886,115,216,36,9,16,68,95,174,7,16,1.599,1.752,3.351,5,1975,1979,0.236,1955
Joe Walsh,36,121,16,25,2,1,1,12,6,20,4,0,0.977,1.343,2.3200000000000003,4,1891,1938,0.2329999999999999,1892
Joe Ward,166,465,47,110,18,9,0,47,18,11,12,0,0.794,0.938,1.732,3,1906,1910,0.2316666666666666,1886
Joe Ware,14,39,7,14,3,1,0,4,4,0,1,0,0.92,1.114,2.0340000000000003,2,1932,1935,0.405,1911
Joe Weiss,29,85,6,19,1,2,0,11,3,24,0,0,0.25,0.282,0.532,1,1915,1915,0.224,1893
Joe Werrick,392,1534,217,383,53,34,10,282.6666666666667,102,0,110.66666666666669,0,1.2053333333333334,1.116,2.594666666666667,4,1884,1888,0.206,1864
Joe Wiggins,51,172,25,40,8,2,1,23,13,1,1,0,0.741,0.8839999999999999,1.521,3,1930,1934,0.22,1910
Joe Wiley,43,132,15,28,6,1,0,13,15,0,2,0,0.302,0.273,0.575,1,1947,1947,0.212,1925
Joe Wilhoit,283,782,93,201,23,9,3,73,75,82,28,0,1.468,1.315,2.783,4,1916,1919,0.2804999999999999,1895
Joe Wood,521,1614,224,485,96,29,19,292,174,168,21,6,2.265,2.593,4.858,6,1918,1943,0.3011666666666666,1908
Joe Wright,77,287,35,81,12,5,1,36,13,31,8,0,0.632,0.741,1.373,2,1895,1896,0.2905,1873
Joe Yeager,439,1424,157,365,59,22,1,146,94,0,33,0,2.141,1.991,4.132,6,1899,1908,0.2645,1881
Joe Zdeb,180,345,47,94,8,6,2,34,25,45,10,5,0.873,0.993,1.866,3,1977,1979,0.241,1956
Joe Burt Scott,27,82,18,19,1,1,0,6,21,0,1,0,0.8859999999999999,0.608,1.4939999999999998,4,1945,1948,0.132,1924
Joel Guzman,24,56,7,13,1,2,0,7,5,12,0,0,0.6299999999999999,0.589,1.219,2,2006,2007,0.2269999999999999,1984
Joel Skinner,564,1441,119,329,62,3,17,136,80,387,3,7,2.515,2.879,5.394,9,1983,1991,0.2386666666666667,1965
Joel Youngblood,1408,3659,453,969,180,23,80,422,332,589,60,55,4.467,5.272,9.739,14,1976,1989,0.2584285714285714,1960
Joey Amalfitano,643,1715,248,418,67,19,9,123,185,224,19,26,2.444,2.454,4.898000000000001,10,1954,1967,0.1840999999999999,1938
Joey Bart,242,710,97,167,27,2,24,83,54,251,2,1,1.517,1.743,3.26,5,2020,2024,0.2506,2000
Joey Butler,102,274,33,75,14,0,8,31,20,91,5,2,0.96,0.916,1.876,3,2013,2015,0.2029999999999999,1992
Joey Cora,1119,3734,624,1035,171,41,30,294,380,336,117,60,3.781,3.857,7.638,11,1987,1998,0.2743636363636363,1970
Joey Gallo,939,2869,463,557,107,10,208,453,497,1292,33,10,3.045,4.179,7.224,10,2015,2024,0.179,1997
Joey Gathright,452,1175,178,309,30,7,1,96,97,212,81,30,2.948,1.763,4.711,7,2004,2011,0.2274285714285714,1985
Joey Loperfido,81,243,24,52,13,4,4,25,13,95,4,2,0.264,0.35,0.614,1,2024,2024,0.214,2002
Joey Meneses,286,1114,123,305,61,1,29,165,74,245,3,0,0.979,1.266,2.245,3,2022,2024,0.2766666666666666,2001
Joey Meyer,156,474,35,119,24,0,18,74,35,124,1,1,0.587,0.827,1.414,2,1988,1989,0.2435,1966
Joey Ortiz,157,473,62,112,26,6,11,64,56,112,11,6,0.535,0.64,1.175,2,2023,2024,0.2254999999999999,2001
Joey Rickard,347,904,103,222,47,3,20,71,61,223,20,6,1.374,1.492,2.866,5,2016,2020,0.1958,1996
Joey Terdoslavich,92,145,17,32,10,1,1,10,15,41,1,0,0.933,1.141,2.074,3,2013,2015,0.243,1992
Joey Votto,2056,7252,1171,2135,459,22,356,1144,1365,1640,80,29,6.764,8.53,15.294,17,2007,2023,0.2867058823529411,1993
Joey Wendle,667,2142,268,561,129,18,32,220,125,436,62,19,2.751,3.465,6.216,9,2016,2024,0.2603333333333333,1998
Joey Wiemer,153,393,50,79,19,0,13,42,38,125,12,5,0.497,0.516,1.013,2,2023,2024,0.179,2001
Johan Camargo,424,1243,149,316,71,4,37,161,100,284,2,1,1.911,2.198,4.109,7,2017,2023,0.209,1998
Johan Rojas,179,487,71,127,21,5,5,55,18,111,39,5,0.621,0.752,1.373,2,2023,2024,0.2724999999999999,2001
John Ake,13,52,1,10,0,1,0,2,0,0,0,0,0.208,0.231,0.439,1,1884,1884,0.192,1862
John Anderson,1635,6341,870,1841,328,124,49,976,310,55,336,0,4.613,5.673,10.286,14,1894,1908,0.2904285714285714,1879
John Andreoli,33,67,6,15,3,0,0,4,6,22,2,0,0.57,0.595,1.165,2,2018,2021,0.1985,1997
John Antonelli,135,528,50,133,28,2,1,29,24,29,1,0,0.481,0.5589999999999999,1.04,2,1944,1945,0.222,1922
John Atz,211,605,64,132,21,3,0,49,69,0,23,0,0.845,0.733,1.5779999999999998,4,1902,1909,0.16375,1883
John Baker,359,1076,124,266,57,1,14,120,127,269,2,1,2.159,1.954,4.113,7,2008,2014,0.2174285714285714,1989
John Balaz,59,162,14,39,8,1,2,15,7,35,0,0,0.5589999999999999,0.6599999999999999,1.219,2,1974,1975,0.24,1952
John Barnes,241,729,88,185,36,5,5,85,55,12,4,3.6666666666666665,2.697,2.629,5.326,11,1922,2001,0.1773636363636363,1939
John Barnett,58,206,18,49,8,4,0,12,15,0,5,0,0.296,0.316,0.612,1,1907,1907,0.238,1885
John Barry,1101,4014,516,1073,128,47,10,391,279,0,140,0,3.16,3.251,6.411,10,1899,1908,0.2623,1881
John Bateman,1017,3330,250,765,123,18,81,375,172,610,10,10,2.662,3.415,6.077,10,1963,1972,0.2226999999999999,1945
John Beckwith,483,1797,367,627,138,30,75,457,158,7,44,4,4.237,6.293,10.53,12,1920,1935,0.3042499999999999,1905
John Bergh,12,44,2,8,3,0,0,0,2,7,0,0,0,0.275,0,2,1876,1880,0.1,1856
John Bischoff,107,271,20,71,20,3,1,35,22,32,2,5,0.641,0.739,1.38,2,1925,1926,0.262,1903
John Bissant,144,498,79,139,19,10,3,50,36,3,8,8,2.498,2.767,5.265000000000001,8,1937,1947,0.270875,1920
John Black,55,186,13,28,4,0,0,7,10,0,4,0,0.202,0.172,0.374,1,1911,1911,0.151,1889
John Boccabella,551,1462,117,320,56,5,26,148,96,246,3,7,3.206,4.082,7.288,12,1963,1974,0.2145833333333333,1946
John Bottarini,26,40,3,11,3,0,1,7,5,10,0,0,0.37,0.425,0.795,1,1937,1937,0.275,1915
John Bowker,240,574,54,133,25,5,17,73,39,136,2,3,1.016,1.319,2.335,4,2008,2011,0.20025,1987
John Briggs,1366,4117,601,1041,170,43,139,507,663,784,64,49,4.258,4.901,9.159,12,1964,1975,0.2533333333333333,1947
John Britton,139,576,78,162,19,6,1,69,23,2,10,0,2.018,2.2,4.218,7,1942,1948,0.2638571428571428,1923
John Brock,34,67,13,17,3,0,0,6,3,12,7,0,0.655,0.7170000000000001,1.372,2,1917,1918,0.306,1895
John Buck,1090,3612,389,844,172,9,134,491,307,959,6,12,3.288,4.336,7.624,11,2004,2014,0.2329090909090909,1987
John Butler,44,119,6,16,2,0,0,3,14,0,0,0,0.728,0.328,1.056,4,1901,1907,0.07225,1882
John Cahill,252,936,93,192,24,12,1,87,24,84,75,0,0.723,0.773,1.4805,3,1884,1887,0.2076666666666666,1863
John Cangelosi,1038,2004,328,501,73,15,12,134,358,322,154,61,4.523,3.741,8.264,13,1985,1999,0.2203076923076923,1970
John Carroll,79,287,34,49,6,1,0,30,19,8,57,0,0.792,0.435,1.485,3,1884,1887,0.1236666666666666,1863
John Cason,156,535,45,134,16,5,3,53,46,1,5,0,1.838,1.846,3.684,6,1923,1928,0.2416666666666666,1903
John Cassidy,587,2454,336,618,83,31,4,204.44444444444449,84,127,0,0,2.68,3.027,5.63,10,1876,1885,0.2462,1858
John Castino,666,2320,293,646,86,34,41,249,177,298,22,19,2.151,2.451,4.602,6,1979,1984,0.3028333333333333,1959
John Chapman,19,71,7,20,4,1,0,7,4,8,0,0,0.329,0.366,0.695,1,1924,1924,0.282,1902
John Christensen,132,294,36,66,16,2,5,33,35,58,3,3,1.266,1.49,2.756,4,1984,1988,0.241,1964
John Clapp,425,1765,282,499,60,21,2,178,101,47,0,0,0,2.283,0,7,1876,1883,0.2719999999999999,1857
John Coleman,533,2135,298,561,76,48,7,246,136,112,105,0,1.891,1.942,3.833,6,1884,1890,0.2481666666666666,1865
John Corkhill,1086,4404,650,1120,110,80,31,631,174,80,195.7142857142857,0,2.8866666666666667,3.255,6.1688888888888895,10,1883,1892,0.2475,1865
John Crowley,48,168,26,41,7,3,0,19,15,21,0,0,0,0.321,0,1,1884,1884,0.244,1862
John Cullen,9,31,2,6,0,0,0,0,1,0,0,0,0,0.194,0,1,1884,1884,0.194,1862
John Cunningham,19,76,6,17,2,1,0,5,2,0,2,0,0.244,0.276,0.52,1,1920,1920,0.224,1898
John Daley,18,52,7,9,0,0,1,3,9,0,4,0,0.317,0.231,0.548,1,1912,1912,0.173,1890
John Dantonio,50,135,12,33,6,1,0,12,11,7,3,0,0.4519999999999999,0.4559999999999999,0.908,2,1944,1945,0.1965,1922
John Davis,21,70,8,15,3,0,0,5,8,12,0,0,0.295,0.257,0.552,1,1941,1941,0.214,1919
John DeBerry,649,1850,170,494,81,16,11,234,148,119,13,13.75,3.615,3.834,7.449,11,1916,1930,0.2694545454545454,1901
John DeMerit,93,132,21,23,3,0,3,7,8,33,1,0,1.65,1.673,3.3230000000000004,5,1957,1962,0.2728,1937
John Deasley,44,174,23,36,3,1,0,0,5,0,0,0,0,0.236,0,1,1884,1884,0.207,1862
John Dobbs,583,2224,305,585,85,23,7,207,187,0,78,0,1.62,1.65,3.27,5,1901,1905,0.2622,1881
John Dodge,127,418,38,90,9,8,4,48,16,45,13,0,0.43,0.483,0.913,2,1912,1913,0.181,1890
John Doherty,104,317,27,76,17,1,4,27,16,25,3,2,0.542,0.634,1.1760000000000002,2,1974,1975,0.229,1952
John Donahue,10,36,5,10,4,0,0,1,4,5,0,1,0.35,0.389,0.739,1,1923,1923,0.278,1901
John Donaldson,606,2004,215,523,65,21,9,196,183,135,48,12.375,3.408,3.341,6.749,11,1920,1974,0.246,1925
John Dowd,10,31,1,6,1,0,0,0,6,0,0,0,0.342,0.226,0.568,1,1912,1912,0.194,1890
John Ellis,883,2672,259,699,116,13,69,391,190,403,6,10,4.014,5.121,9.135,13,1969,1981,0.263,1953
John Farrell,541,2172,329,567,93,28,4,141,193,0,68,0,1.586,1.594,3.18,5,1901,1905,0.2432,1881
John Farrow,16,58,7,11,2,0,0,0,3,0,0,0,0.23,0.224,0.454,1,1884,1884,0.19,1862
John Felske,54,104,7,14,3,1,1,9,9,35,0,0,0.383,0.44,0.823,3,1968,1973,0.091333333,1948
John Flaherty,1047,3372,319,849,176,3,80,395,175,514,10,19,3.752,4.803,8.555,14,1992,2005,0.2282142857142857,1976
John Flynn,149,462,46,115,14,4,6,60,46,55,8,0,0.898,0.861,1.759,3,1910,1912,0.2153333333333333,1889
John Gall,33,53,6,13,3,0,2,11,1,14,0,0,0.732,0.764,1.496,3,2005,2007,0.1733333333333333,1984
John Gallagher,40,126,11,25,4,0,0,4,5,22,1,0,0.229,0.23,0.459,1,1915,1915,0.198,1893
John Galligan,31,120,6,20,0,2,0,7,6,17,1,0,0.213,0.2,0.413,1,1889,1889,0.167,1867
John Ganzel,748,2715,281,682,104,50,18,336,136,0,48,0,2.023,2.257,4.28,7,1898,1908,0.2377142857142857,1881
John Gibbons,18,50,5,11,4,0,1,2,6,16,0,0,0.7160000000000001,0.907,1.623,2,1984,1986,0.2694999999999999,1963
John Glenn,148,509,90,138,15,4,0,57,20,31,0,0,0.75,0.941,1.719,3,1876,1960,0.2633333333333333,1896
John Gochnaur,264,908,94,170,32,8,0,87,87,0,18,0,0.929,0.841,1.77,3,1901,1903,0.2446666666666666,1880
