name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,active_year,first_year,last_year,AVG
José Devers,24,45,8,11,3,0,0,5.0,3,12.0,0.0,0.0,0.554,0.567,1.121,2,2021,2024,0.247
José Fermín,66,122,9,23,2,1,0,8.0,13,19.0,2.0,2.0,0.5800000000000001,0.452,1.032,2,2023,2024,0.195
José Godoy,26,57,5,7,1,0,0,4.0,5,23.0,0.0,0.0,0.361,0.239,0.6,2,2021,2022,0.10600000000000001
José Hernández,1587,4618,623,1166,193,33,168,603.0,384,1391.0,41.0,38.0,4.268,5.675,9.943,15,1991,2006,0.233
José Marmolejos,76,213,23,39,8,0,10,30.0,22,71.0,0.0,1.0,0.523,0.722,1.245,2,2020,2021,0.183
José Martínez,432,1244,170,360,61,3,43,182.0,128,274.0,7.0,3.0,1.848,2.18,4.0280000000000005,5,2016,2020,0.30060000000000003
José Molina,947,2546,240,592,117,3,39,223.0,154,576.0,20.0,7.0,4.316,5.013,9.329,15,1999,2014,0.23786666666666667
José Oquendo,1190,3202,339,821,104,24,14,254.0,448,376.0,35.0,33.0,4.087,3.723,7.8100000000000005,12,1983,1995,0.2510833333333333
José Osuna,276,660,92,159,45,4,24,88.0,34,126.0,0.0,1.0,1.075,1.677,2.752,4,2017,2020,0.232
José Peraza,618,2011,234,534,82,14,35,182.0,89,282.0,79.0,31.0,2.051,2.537,4.588,7,2015,2021,0.24585714285714286
José Pirela,302,909,113,234,55,8,17,82.0,63,196.0,11.0,7.0,1.6789999999999998,2.257,3.936,6,2014,2019,0.23933333333333331
José Ramírez,1451,5377,898,1500,364,40,255,864.0,600,728.0,243.0,55.0,4.258,5.933,10.191,12,2013,2024,0.2806666666666667
José Reyes,1877,7552,1180,2138,387,131,145,719.0,589,914.0,517.0,127.0,5.27,6.704,11.974,16,2003,2018,0.2785
José Rondon,169,348,39,75,12,0,12,33.0,27,89.0,4.0,1.0,1.0190000000000001,1.283,2.302,4,2016,2021,0.20225
José Tena,62,192,16,50,7,0,3,18.0,10,54.0,6.0,1.0,0.592,0.6439999999999999,1.236,2,2023,2024,0.2465
José Miguel Fernández,36,116,9,31,8,0,2,11.0,6,15.0,1.0,0.0,0.309,0.388,0.697,1,2018,2018,0.267
Juan Bell,329,836,107,177,30,6,10,71.0,84,189.0,16.0,7.0,1.383,1.557,2.94,7,1989,1995,0.148
Juan Beniquez,1500,4651,610,1274,190,30,79,476.0,349,551.0,104.0,76.0,5.502,6.337,11.839,17,1971,1988,0.2705294117647059
Juan Bernhardt,154,492,46,117,19,2,9,43.0,14,40.0,3.0,4.0,1.719,1.913,3.6319999999999997,4,1976,1979,0.41575
Juan Bonilla,429,1462,145,375,50,9,7,101.0,116,108.0,7.0,10.0,1.716,1.831,3.547,6,1981,1987,0.2383333333333333
Juan Brito,63,194,18,42,9,0,3,13.0,9,44.0,1.0,0.0,0.55,0.6890000000000001,1.2389999999999999,2,2002,2004,0.2545
Juan Castillo,199,469,60,101,11,5,3,38.0,41,104.0,18.0,8.0,0.7989999999999999,0.738,1.537,4,1986,1989,0.15325
Juan Castro,1103,2627,253,601,123,13,36,234.0,149,472.0,5.0,9.0,4.406,4.859,9.265,17,1995,2011,0.21223529411764708
Juan Centeno,118,341,25,76,14,1,6,37.0,24,72.0,1.0,0.0,1.763,1.736,3.4989999999999997,7,2013,2019,0.1907142857142857
Juan Delis,54,132,12,25,3,1,0,11.0,3,15.0,1.0,2.0,0.219,0.227,0.446,1,1955,1955,0.189
Juan Encarnacion,1259,4685,618,1264,242,46,156,667.0,288,853.0,127.0,59.0,3.505,4.881,8.386,11,1997,2007,0.26836363636363636
Juan Espino,49,73,2,16,2,0,1,8.0,3,15.0,0.0,0.0,0.8440000000000001,0.971,1.815,4,1982,1986,0.19675
Juan Francisco,404,996,110,235,50,4,48,152.0,81,375.0,2.0,6.0,1.996,2.763,4.759,6,2009,2014,0.2735
Juan Gonzalez,1689,6556,1061,1936,388,25,434,1404.0,457,1273.0,26.0,19.0,5.323,8.5,13.823,17,1989,2005,0.26841176470588235
Juan Graterol,67,124,10,27,6,0,0,14.0,2,20.0,0.0,0.0,1.048,1.151,2.199,4,2016,2019,0.24
Juan Guerrero,79,125,8,25,4,2,1,14.0,10,32.0,1.0,0.0,0.261,0.288,0.549,1,1992,1992,0.2
Juan Lagares,850,2329,270,582,119,22,31,217.0,120,528.0,45.0,19.0,2.618,3.175,5.793,10,2013,2022,0.2242
Juan Leon,13,53,12,19,5,1,0,8.0,1,0.0,0.0,0.0,0.37,0.491,0.861,1,1948,1948,0.358
Juan Miranda,111,257,29,58,11,3,11,37.0,32,68.0,0.0,1.0,1.444,1.991,3.435,4,2008,2011,0.29125
Juan Pierre,1994,7525,1075,2217,255,94,18,517.0,464,479.0,614.0,203.0,4.782,4.992,9.774000000000001,14,2000,2013,0.29392857142857143
Juan Rios,87,196,20,44,5,1,1,5.0,7,19.0,1.0,3.0,0.262,0.276,0.538,1,1969,1969,0.224
Juan Rivera,1058,3471,425,950,182,4,132,539.0,253,448.0,17.0,26.0,3.483,4.797,8.28,12,2001,2012,0.24875
Juan Samuel,1720,6081,873,1578,287,102,161,703.0,440,1442.0,396.0,143.0,5.132,6.759,11.891,16,1983,1998,0.2584375
Juan Soto,936,3280,655,934,179,15,201,592.0,769,696.0,57.0,23.0,2.992,3.834,6.826,7,2018,2024,0.29185714285714287
Juan Uribe,1826,6161,724,1568,323,43,199,816.0,388,1224.0,48.0,39.0,4.781,6.57,11.350999999999999,16,2001,2016,0.2515
Juan Yepez,166,539,64,139,29,0,20,58.0,38,123.0,2.0,2.0,0.877,1.176,2.053,3,2022,2024,0.23966666666666667
Juan Carlos Perez,117,228,26,51,15,0,2,13.0,12,52.0,3.0,1.0,0.826,0.977,1.803,3,2013,2015,0.23666666666666666
Jud Birchall,225,1007,196,254,24,4,1,76.5,32,0.0,0.0,0.0,0.861,0.865,1.7159999999999997,3,1882,1884,0.254
Jud Daley,80,264,30,66,11,2,1,20.0,26,25.0,4.0,0.0,0.628,0.619,1.2469999999999999,2,1911,1912,0.2435
Jud Smith,103,346,48,97,11,6,4,37.0,37,9.0,15.0,0.0,1.351,1.33,2.681,4,1893,1901,0.24625
Jud Wilson,924,3140,640,1099,207,51,81,735.0,417,5.0,104.0,9.333333333333332,8.702,10.177,18.879,21,1923,1945,0.33166666666666667
Judge McCredie,56,213,40,69,5,0,0,20.0,24,0.0,10.0,0.0,0.397,0.347,0.744,1,1903,1903,0.324
Judy Gans,75,233,24,48,3,4,0,26.0,24,0.0,7.0,0.0,0.585,0.46,1.045,2,1920,1925,0.2005
Judy Johnson,711,2667,467,812,153,40,25,459.0,185,20.0,75.0,55.0,3.855,4.539,8.394,11,1923,1936,0.30290909090909096
Jul Kustus,53,173,12,25,5,0,1,11.0,11,0.0,9.0,0.0,0.204,0.191,0.395,1,1909,1909,0.145
Jules Thomas,81,331,55,96,15,6,9,54.0,23,0.0,10.0,0.0,1.3980000000000001,2.102,3.5,4,1923,1926,0.32175
Julian Javier,1622,5722,722,1469,216,55,78,506.0,314,812.0,135.0,63.0,3.788,4.525,8.313,13,1960,1972,0.25230769230769234
Julie Wera,43,54,8,15,3,0,1,10.0,2,6.0,0.0,0.0,0.7350000000000001,0.798,1.533,2,1927,1929,0.3275
Julio Becquer,488,974,100,238,37,16,12,114.0,41,120.0,8.0,11.0,1.571,1.988,3.559,7,1955,1963,0.20214285714285715
Julio Borbon,294,802,112,219,19,8,8,76.0,49,121.0,47.0,15.0,1.58,1.686,3.266,5,2009,2016,0.2732
Julio Cruz,1156,3859,557,916,113,27,23,279.0,478,508.0,343.0,78.0,3.225,2.91,6.135,10,1977,1986,0.2355
Julio Franco,2527,8677,1285,2586,407,54,173,1194.0,917,1341.0,281.0,107.0,7.92,8.986,16.906,23,1982,2007,0.27804347826086956
Julio Gonzalez,370,969,90,228,32,8,4,66.0,36,132.0,13.0,6.0,1.75,2.064,3.814,7,1977,1983,0.22057142857142858
Julio Gotay,389,988,106,257,38,3,6,70.0,61,127.0,12.0,7.0,3.352,3.329,6.681,10,1960,1969,0.29100000000000004
Julio Lugo,1352,4758,688,1279,238,34,80,475.0,439,876.0,198.0,69.0,3.875,4.323,8.198,12,2000,2011,0.258
Julio Mosquera,12,31,2,7,3,0,0,2.0,0,5.0,0.0,1.0,0.511,0.6930000000000001,1.204,3,1996,2005,0.159
Julio Ramirez,84,96,15,16,1,1,1,11.0,5,36.0,2.0,3.0,0.903,0.9590000000000001,1.862,5,1999,2005,0.151
Julio Rodríguez,430,1732,262,480,79,5,80,246.0,125,476.0,86.0,22.0,1.0030000000000001,1.403,2.4059999999999997,3,2022,2024,0.2773333333333334
Julio Rojo,278,940,146,262,48,10,4,142.0,72,0.0,59.0,0.0,2.376,2.656,5.032,7,1923,1929,0.28528571428571425
Julio Valdez,65,87,11,18,2,0,1,8.0,1,18.0,3.0,1.0,0.943,1.111,2.0540000000000003,4,1980,1983,0.2125
Julio Zuleta,79,174,24,43,11,0,9,36.0,10,51.0,0.0,2.0,0.63,0.9590000000000001,1.589,2,2000,2001,0.2555
Julius Green,72,250,35,61,3,0,2,19.0,33,0.0,11.0,0.0,0.335,0.28,0.615,1,1929,1929,0.244
Julius Matos,104,242,26,59,4,0,4,26.0,10,45.0,2.0,1.0,0.555,0.6719999999999999,1.2269999999999999,2,2002,2003,0.2505
Julius Willigrod,10,39,5,6,1,1,0,3.0,3,8.0,0.0,0.0,0.0,0.231,0.0,1,1882,1882,0.154
Jumbo Davis,453,1723,266,468,69,37,14,315.0,108,41.0,176.16666666666669,0.0,2.3274999999999997,2.483,4.982833333333334,7,1884,1891,0.2631428571428572
Jumbo Latham,298,1277,180,317,30,17,0,110.66666666666667,35,6.0,0.0,0.0,0.788,1.199,1.58,4,1877,1884,0.24875
Jumbo Schoeneck,170,657,79,186,30,4,2,42.0,20,27.0,18.0,0.0,0.873,0.986,1.7715,3,1884,1889,0.2623333333333333
Jung Ho Kang,297,917,120,233,50,3,46,144.0,75,239.0,8.0,5.0,1.264,1.7020000000000002,2.966,4,2015,2019,0.261
Jung Hoo Lee,37,145,15,38,4,0,2,8.0,10,13.0,2.0,3.0,0.31,0.331,0.641,1,2024,2024,0.262
Juniel Querecuto,13,31,3,3,1,1,0,2.0,1,12.0,0.0,0.0,0.23399999999999999,0.42300000000000004,0.657,2,2016,2023,0.0955
Junior Caminero,50,199,19,49,10,1,7,25.0,13,46.0,2.0,0.0,0.577,0.7769999999999999,1.354,2,2023,2024,0.2415
Junior Felix,585,2132,309,562,105,24,55,280.0,158,509.0,49.0,40.0,1.901,2.489,4.39,6,1989,1994,0.26566666666666666
Junior Kennedy,447,1041,114,258,29,6,4,95.0,124,142.0,12.0,9.0,2.121,1.7770000000000001,3.898,7,1974,1983,0.22171428571428572
Junior Lake,223,659,65,155,36,3,17,48.0,35,218.0,16.0,7.0,1.0979999999999999,1.475,2.573,4,2013,2016,0.22375
Junior Moore,289,774,83,204,20,7,7,73.0,62,71.0,5.0,10.0,1.657,1.633,3.29,5,1976,1980,0.2682
Junior Noboa,317,493,47,118,13,4,1,33.0,17,47.0,9.0,4.0,2.021,2.099,4.12,8,1984,1994,0.23075
Junior Ortiz,749,1894,142,484,71,4,5,186.0,121,222.0,8.0,18.0,3.962,4.014,7.976,13,1982,1994,0.25646153846153846
Junior Spivey,457,1553,258,419,90,12,48,201.0,175,373.0,32.0,15.0,1.7429999999999999,2.131,3.874,5,2001,2005,0.2636
Junior Wooten,94,282,34,68,8,3,1,24.0,24,25.0,3.0,1.0,0.40700000000000003,0.405,0.812,2,1947,1948,0.1695
Jurickson Profar,1119,3747,528,917,195,17,111,444.0,430,692.0,57.0,17.0,3.439,4.186,7.625,11,2012,2024,0.23299999999999998
Justin Baughman,79,218,28,55,11,1,1,20.0,7,38.0,13.0,4.0,0.538,0.645,1.1829999999999998,2,1998,2000,0.241
Justin Bour,559,1714,206,433,71,2,92,303.0,218,447.0,3.0,0.0,1.9969999999999999,2.623,4.62,6,2014,2019,0.24966666666666668
Justin Christian,76,143,18,29,9,0,0,12.0,10,15.0,12.0,4.0,0.7849999999999999,0.83,1.615,3,2008,2012,0.21
Justin Foscue,15,42,3,2,1,0,0,1.0,2,18.0,0.0,0.0,0.091,0.071,0.162,1,2024,2024,0.048
Justin Huber,72,161,14,36,7,0,2,15.0,9,45.0,1.0,0.0,1.447,1.549,2.996,5,2005,2009,0.2528
Justin Leone,32,103,15,22,5,0,6,13.0,9,32.0,1.0,0.0,0.298,0.441,0.739,2,2004,2006,0.108
Justin Maxwell,441,1057,145,233,48,9,41,133.0,115,371.0,28.0,10.0,2.073,2.649,4.722,7,2007,2015,0.21428571428571427
Justin Morneau,1545,5699,772,1603,349,23,247,985.0,573,988.0,5.0,10.0,4.794,6.601,11.395,14,2003,2016,0.27785714285714286
Justin Ruggiano,483,1340,164,343,72,4,53,163.0,114,394.0,40.0,25.0,2.7520000000000002,3.733,6.485,9,2007,2017,0.2525555555555556
Justin Sellers,99,252,33,50,13,1,3,17.0,25,59.0,1.0,1.0,1.148,1.121,2.269,4,2011,2014,0.196
Justin Smoak,1286,4153,505,951,196,2,196,570.0,552,1122.0,3.0,3.0,3.439,4.496,7.9350000000000005,11,2010,2020,0.22254545454545455
Justin Stein,22,57,9,16,1,1,0,3.0,2,5.0,0.0,0.0,0.305,0.333,0.638,1,1938,1938,0.281
Justin Turner,1678,5540,797,1580,347,9,198,814.0,572,975.0,45.0,13.0,5.517,6.659,12.176,16,2009,2024,0.266625
Justin Upton,1845,6721,1058,1754,350,38,325,1003.0,785,1971.0,151.0,59.0,5.286,7.0920000000000005,12.378,16,2007,2022,0.2455
Justin Williams,55,125,10,20,0,0,4,11.0,18,48.0,0.0,1.0,0.603,0.461,1.064,3,2018,2021,0.12
Justyn-Henry Malloy,71,202,18,41,7,1,8,21.0,23,85.0,1.0,1.0,0.291,0.366,0.657,1,2024,2024,0.203
Jésus Feliciano,54,108,12,25,4,1,0,3.0,6,12.0,1.0,0.0,0.276,0.287,0.563,1,2010,2010,0.231
Ka'ai Tom,49,109,10,15,2,1,2,12.0,17,36.0,1.0,0.0,0.278,0.231,0.509,2,2021,2022,0.0695
Kal Daniels,727,2338,391,666,125,8,104,360.0,365,493.0,87.0,26.0,2.664,3.2960000000000003,5.96,7,1986,1992,0.2824285714285714
Kal Segrist,20,32,4,4,0,0,0,1.0,5,1.0,0.0,0.0,0.609,0.376,0.9850000000000001,2,1952,1955,0.188
Kaleb Cowart,171,370,42,65,21,2,6,34.0,26,121.0,7.0,3.0,1.154,1.445,2.5989999999999998,5,2015,2019,0.1738
Karim Garcia,488,1463,180,352,44,13,66,212.0,81,330.0,10.0,13.0,2.319,3.413,5.732,10,1995,2004,0.198
Karl Olson,279,681,74,160,25,6,6,50.0,43,94.0,3.0,2.0,1.286,1.492,2.778,6,1951,1957,0.18883333333333333
Karl Pagel,48,56,7,13,0,2,1,7.0,11,20.0,0.0,0.0,1.121,1.2,2.3209999999999997,5,1978,1983,0.14679999999999999
Karl Rhodes,225,590,74,132,29,3,13,44.0,74,121.0,14.0,7.0,1.5030000000000001,1.6720000000000002,3.175,6,1990,1995,0.17783333333333332
Karl Swanson,24,65,2,9,1,0,0,6.0,4,7.0,3.0,0.0,0.191,0.156,0.347,2,1928,1929,0.0705
Kazuo Matsui,630,2302,330,615,124,20,32,211.0,179,403.0,102.0,18.0,2.136,2.471,4.607,7,2004,2010,0.2522857142857143
Ke'Bryan Hayes,476,1811,224,467,91,14,37,176.0,139,408.0,51.0,14.0,1.664,2.143,3.807,5,2020,2024,0.2762
Kean Wong,39,78,5,13,2,1,0,6.0,2,23.0,0.0,2.0,0.361,0.4,0.761,2,2019,2021,0.167
Keibert Ruiz,406,1472,145,366,70,0,42,176.0,83,174.0,10.0,3.0,1.464,2.162,3.626,5,2020,2024,0.25260000000000005
Keith Drumright,48,141,13,34,1,1,0,13.0,7,8.0,0.0,1.0,0.526,0.49,1.016,2,1978,1981,0.22749999999999998
Keith Ginter,325,971,120,236,52,4,38,140.0,105,230.0,9.0,2.0,1.593,2.177,3.77,6,2000,2005,0.19416666666666668
Keith Hernandez,2088,7370,1124,2182,426,60,162,1071.0,1070,1012.0,98.0,63.0,6.372,7.1370000000000005,13.509,17,1974,1990,0.2867647058823529
Keith Hughes,93,201,18,41,6,2,2,24.0,23,44.0,1.0,0.0,0.612,0.599,1.2109999999999999,4,1987,1993,0.111
Keith Lampard,62,84,10,20,8,1,1,7.0,5,27.0,0.0,0.0,0.5449999999999999,0.875,1.42,2,1969,1970,0.243
Keith Lockhart,979,2268,290,591,117,17,44,268.0,195,268.0,30.0,15.0,3.186,3.811,6.997,10,1994,2003,0.2542
Keith Miller,520,1384,194,358,71,8,12,98.0,105,221.0,63.0,20.0,3.288,3.685,6.973,11,1987,1995,0.2490909090909091
Keith Mitchell,128,242,38,63,5,0,8,29.0,34,42.0,4.0,1.0,1.429,1.634,3.063,4,1991,1998,0.27125
Keith Moreland,1306,4581,511,1279,214,14,121,674.0,405,515.0,28.0,33.0,3.734,4.612,8.346,12,1978,1989,0.26366666666666666
Keith Osik,456,1123,96,259,55,4,13,108.0,111,202.0,6.0,4.0,2.557,2.698,5.255,10,1996,2005,0.194
Keith Smith,59,115,18,23,5,0,2,8.0,6,12.0,2.0,1.0,0.914,0.78,1.694,5,1977,1985,0.11979999999999999
Kelby Tomlinson,273,618,77,164,18,7,3,47.0,58,139.0,19.0,8.0,1.325,1.312,2.637,4,2015,2018,0.265
Kelly Dransfeldt,51,112,10,23,3,0,1,11.0,4,32.0,0.0,0.0,0.7130000000000001,0.789,1.502,4,1999,2004,0.15925
Kelly Gruber,938,3159,431,818,148,24,117,443.0,197,504.0,80.0,33.0,2.675,3.878,6.553,10,1984,1993,0.2325
Kelly Johnson,1399,4543,632,1140,230,40,155,550.0,516,1145.0,87.0,36.0,3.569,4.561,8.129999999999999,11,2005,2016,0.24736363636363637
Kelly Mann,18,52,3,9,3,0,1,3.0,0,12.0,0.0,0.0,0.383,0.578,0.9610000000000001,2,1989,1990,0.1755
Kelly Paris,92,212,20,46,6,0,3,14.0,15,39.0,8.0,3.0,0.886,1.058,1.944,5,1982,1988,0.1606
Kelly Shoppach,572,1616,208,361,92,2,70,216.0,155,624.0,1.0,0.0,2.526,3.215,5.741,9,2005,2013,0.19766666666666666
Kelly Stinnett,734,2033,228,476,91,4,65,230.0,196,567.0,10.0,5.0,4.216,4.915,9.131,14,1994,2007,0.22485714285714287
Kelvin Chapman,172,421,50,94,17,2,3,34.0,33,60.0,13.0,11.0,0.785,0.808,1.593,3,1979,1985,0.20433333333333334
Kelvin Gutiérrez,121,382,29,87,11,4,4,34.0,31,114.0,2.0,1.0,1.179,0.962,2.141,4,2019,2022,0.1865
Kelvin Moore,76,238,23,53,5,2,8,25.0,18,77.0,3.0,5.0,0.849,1.083,1.932,3,1981,1983,0.22966666666666669
Kelvin Torve,42,62,1,14,4,0,1,4.0,5,12.0,0.0,1.0,0.621,0.77,1.391,3,1988,1991,0.159
Ken Aspromonte,475,1483,171,369,69,3,19,124.0,179,149.0,7.0,5.0,2.249,2.2,4.449,7,1957,1963,0.2347142857142857
Ken Berry,1384,4136,422,1053,150,23,58,343.0,298,569.0,45.0,46.0,4.423,4.668,9.091,14,1962,1975,0.25942857142857145
Ken Boswell,930,2517,266,625,91,19,31,244.0,240,239.0,27.0,17.0,3.336,3.622,6.958,11,1967,1977,0.24236363636363636
Ken Boyer,2034,7455,1104,2143,318,68,282,1141.0,713,1017.0,105.0,77.0,5.075,6.636,11.711,15,1955,1969,0.2795333333333333
Ken Caminiti,1760,6288,894,1710,348,17,239,983.0,727,1163.0,88.0,39.0,5.112,6.579,11.691,15,1987,2001,0.2668666666666667
Ken Crawford,23,82,4,20,2,1,0,7.0,1,18.0,0.0,0.0,0.253,0.293,0.546,1,1915,1915,0.244
Ken Dowell,15,39,4,5,0,0,0,1.0,2,5.0,0.0,0.0,0.171,0.128,0.299,1,1987,1987,0.128
Ken Gerhart,215,615,72,136,22,3,24,64.0,42,128.0,16.0,6.0,0.8089999999999999,1.088,1.8969999999999998,3,1986,1988,0.22333333333333336
Ken Griffey,4768,17030,2791,4924,888,115,782,2695.0,2031,2677.0,384.0,152.0,14.802,19.553,34.355,41,1973,2010,0.28507317073170735
Ken Hamlin,468,1340,143,323,53,4,11,89.0,125,146.0,17.0,11.0,1.798,1.657,3.455,7,1957,1966,0.18557142857142855
Ken Harrelson,900,2941,374,703,94,14,131,421.0,382,577.0,53.0,30.0,2.89,3.561,6.4510000000000005,9,1963,1971,0.2367777777777778
Ken Harvey,271,998,102,273,54,1,27,126.0,60,200.0,3.0,5.0,1.1720000000000002,1.518,2.69,4,2001,2005,0.25625
Ken Henderson,1444,4553,595,1168,216,26,122,576.0,589,763.0,86.0,42.0,5.586,5.929,11.515,16,1965,1980,0.2495
Ken Hubbs,324,1255,148,310,44,13,14,98.0,74,230.0,11.0,16.0,0.7629999999999999,1.061,1.8239999999999998,3,1961,1963,0.22466666666666665
Ken Huckaby,161,427,42,95,14,1,3,31.0,19,78.0,0.0,0.0,1.12,1.234,2.354,6,2001,2006,0.16233333333333333
Ken Hunt,310,782,107,177,42,4,33,111.0,85,222.0,9.0,4.0,1.796,2.274,4.07,6,1959,1964,0.22716666666666666
Ken Keltner,1526,5683,737,1570,308,69,163,852.0,514,480.0,39.0,33.0,4.0760000000000005,5.18,9.256,13,1937,1950,0.2549230769230769
Ken Landreaux,1264,4101,522,1099,180,45,91,479.0,299,421.0,145.0,60.0,3.415,4.25,7.665,11,1977,1987,0.25981818181818184
Ken Macha,180,380,30,98,16,3,1,35.0,39,68.0,4.0,4.0,2.231,2.4090000000000003,4.64,6,1974,1981,0.309
Ken McMullen,1583,5131,568,1273,172,26,156,606.0,510,815.0,20.0,19.0,4.89,6.031,10.921,16,1962,1977,0.2444375
Ken Nash,35,74,6,18,3,1,0,6.0,9,10.0,0.0,0.0,0.62,0.5469999999999999,1.167,2,1912,1914,0.2245
Ken O'Dea,832,2195,262,560,101,20,40,323.0,273,251.0,3.0,0.0,3.943,4.327,8.27,12,1935,1946,0.24425
Ken Oberkfell,1602,4874,558,1354,237,44,29,446.0,546,356.0,62.0,47.0,5.12,5.166,10.286,16,1977,1992,0.2525625
Ken Phelps,761,1854,308,443,64,7,123,313.0,390,449.0,10.0,7.0,3.369,4.099,7.468,11,1980,1990,0.20281818181818181
Ken Reitz,1344,4777,366,1243,243,12,68,548.0,184,518.0,10.0,14.0,3.038,3.59,6.628,11,1972,1982,0.2419090909090909
Ken Retzer,237,690,65,182,25,2,14,72.0,52,50.0,5.0,0.0,1.2469999999999999,1.302,2.549,4,1961,1964,0.24025
Ken Richardson,12,35,2,4,1,0,0,2.0,2,2.0,0.0,0.0,0.32599999999999996,0.267,0.593,2,1942,1946,0.1085
Ken Rudolph,328,743,55,158,23,2,6,64.0,52,121.0,2.0,6.0,2.2560000000000002,2.3440000000000003,4.6,9,1969,1977,0.20055555555555554
Ken Sears,67,202,23,57,7,0,2,23.0,14,18.0,1.0,3.0,0.772,0.681,1.453,2,1943,1946,0.3055
Ken Silvestri,102,203,26,44,11,1,5,25.0,31,41.0,0.0,1.3333333333333333,2.821,2.431,5.252,8,1939,1951,0.203875
Ken Singleton,2082,7189,985,2029,317,25,246,1065.0,1263,1246.0,21.0,36.0,5.7459999999999996,6.422,12.168,15,1970,1984,0.27853333333333335
Ken Smith,83,56,8,15,2,0,1,5.0,7,19.0,1.0,0.0,0.9470000000000001,1.401,2.348,3,1981,1983,0.26433333333333336
Ken Suarez,295,661,57,150,29,1,5,60.0,99,97.0,5.0,3.0,2.079,1.841,3.92,7,1966,1973,0.19714285714285712
Ken Szotkiewicz,47,84,9,9,1,0,3,9.0,12,29.0,0.0,0.0,0.216,0.226,0.442,1,1970,1970,0.107
Ken Walters,259,681,71,157,20,2,11,58.0,25,89.0,6.0,7.0,0.755,0.9,1.6549999999999998,3,1960,1963,0.218
Ken Williams,1398,4862,862,1552,285,77,196,913.0,566,287.0,154.0,134.9090909090909,5.325,6.327,11.652,14,1915,1929,0.27864285714285714
Ken Wood,342,995,110,223,52,7,34,143.0,102,141.0,1.0,7.0,1.438,1.625,3.0629999999999997,6,1948,1953,0.16383333333333333
Kendrys Morales,1363,4856,584,1289,257,7,213,740.0,417,978.0,6.0,15.0,4.171,5.642,9.813,13,2006,2019,0.25776923076923075
Kenji Johjima,462,1609,166,431,84,1,48,198.0,66,148.0,7.0,5.0,1.227,1.622,2.849,4,2006,2009,0.263
Kenny Kuhn,71,81,12,17,1,0,0,7.0,5,13.0,1.0,1.0,0.93,0.8210000000000001,1.751,3,1955,1957,0.25866666666666666
Kenny Lofton,2103,8120,1528,2428,383,116,130,781.0,945,1016.0,622.0,160.0,6.212,7.013,13.225,17,1991,2007,0.29458823529411765
Kenny Williams,451,1154,136,252,42,8,27,119.0,56,290.0,49.0,25.0,1.517,1.875,3.392,6,1986,1991,0.19800000000000004
Kennys Vargas,236,783,104,197,38,1,35,116.0,65,251.0,0.0,0.0,1.24,1.7489999999999999,2.989,4,2014,2017,0.24925
Kensuke Tanaka,15,30,4,8,0,0,0,2.0,4,3.0,2.0,0.0,0.353,0.267,0.62,1,2013,2013,0.267
Kent Anderson,135,366,43,95,12,2,1,22.0,30,61.0,1.0,4.0,0.6539999999999999,0.65,1.304,2,1989,1990,0.2685
Kent Hadley,171,363,49,88,13,1,14,50.0,30,97.0,1.0,2.0,0.763,1.0070000000000001,1.77,3,1958,1960,0.21266666666666667
Kent Hrbek,1747,6192,903,1749,312,18,293,1086.0,838,798.0,37.0,26.0,5.07,6.589,11.659,14,1981,1994,0.27778571428571425
Keon Broxton,376,905,136,189,31,7,39,95.0,107,396.0,60.0,19.0,1.176,1.535,2.711,5,2015,2019,0.16160000000000002
Kerby Farrell,188,676,55,177,25,4,0,55.0,40,33.0,5.0,18.0,0.607,0.626,1.233,2,1943,1945,0.263
Kermit Dial,39,121,17,27,4,2,0,11.0,8,0.0,1.0,0.0,0.823,0.793,1.616,3,1932,1937,0.20866666666666667
Kermit Wahl,231,642,58,145,23,6,3,50.0,68,72.0,3.0,2.5,1.161,1.107,2.2680000000000002,5,1944,1951,0.1728
Kerry Carpenter,236,785,110,217,37,8,44,131.0,60,222.0,6.0,2.0,0.995,1.543,2.5380000000000003,3,2022,2024,0.27133333333333337
Kerry Dineen,16,37,3,12,2,0,0,2.0,4,3.0,1.0,1.0,1.125,1.0699999999999998,2.195,3,1975,1978,0.3
Kerry Robinson,463,735,112,196,25,9,3,56.0,37,93.0,36.0,13.0,1.5190000000000001,1.69,3.209,7,1998,2006,0.19342857142857145
Keston Hiura,294,965,132,227,44,4,50,133.0,78,390.0,20.0,8.0,1.385,1.878,3.263,5,2019,2024,0.21139999999999998
Ketel Marte,1104,4054,601,1137,242,43,143,515.0,407,726.0,61.0,17.0,3.455,4.542,7.997,10,2015,2024,0.2804
Kettle Wirts,50,86,9,14,2,0,1,8.0,16,20.0,1.0,0.0,1.139,0.724,1.863,4,1921,1924,0.15925
Kevan Smith,263,780,78,202,41,0,13,82.0,50,149.0,3.0,0.0,1.726,1.9380000000000002,3.6639999999999997,6,2016,2021,0.2295
Kevin Baez,63,151,10,27,10,0,0,7.0,13,17.0,0.0,0.0,0.5800000000000001,0.658,1.238,3,1990,1993,0.168
Kevin Barker,126,285,32,71,12,0,6,36.0,34,65.0,3.0,0.0,1.494,1.7189999999999999,3.213,5,1999,2009,0.2352
Kevin Bass,1571,4838,609,1308,248,40,118,611.0,357,667.0,151.0,73.0,4.256,5.319,9.575,14,1982,1995,0.2527857142857143
