name,birth,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,OPS,FY,LY,AY
정경운,1993,68,137,121,9,26,2,1,1,33,9,2,0,9,0,31,3,0.369,0.354,6,0.723,2017,2018,2
정경훈,1972,704,1716,1476,270,360,53,10,10,463,135,182,52,170,11,248,23,2.691,3.201,72,5.892,1990,1999,10
정구선,1956,769,3036,2574,308,644,92,5,84,998,316,18,20,365,33,284,53,3.021,2.741,54,5.762,1983,1990,8
정구왕,1954,294,789,712,69,166,11,4,4,197,49,34,24,41,10,87,16,1.389,1.425,14,2.814,1982,1986,5
정국헌,1964,48,64,61,6,10,2,0,1,15,4,3,0,2,1,19,3,0.581,0.537,1,1.118,1987,1990,4
정규창,1989,2,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2013,2013,1
정근우,1982,1747,7157,6219,1072,1877,319,34,121,2627,722,371,133,665,102,731,142,6.49,5.868,173,12.358,2005,2020,16
정기창,1970,177,407,370,41,87,7,4,13,141,44,11,8,27,3,96,13,1.48,1.14,2,2.62,1994,1998,5
정기훈,1995,29,36,31,9,5,2,0,0,7,2,0,1,3,2,15,0,0.226,0.278,2,0.504,2020,2020,1
정대선,2004,22,49,42,5,6,1,0,0,7,6,0,0,2,2,10,0,0.175,0.217,0,0.392,2023,2024,2
정대현,1978,31,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2001,2016,16
정대현,1991,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2015,5
정대훈,1985,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2015,4
정명원,1966,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990,1994,5
정문섭,1960,76,157,136,13,25,3,0,4,40,13,0,2,16,1,36,1,0.569,0.717,2,1.286,1982,1985,4
정문언,1962,192,618,552,59,158,42,3,13,245,57,2,11,60,2,96,10,0.905,0.718,0,1.623,1991,1992,2
정민규,2003,15,41,39,4,5,1,0,0,6,0,0,0,1,1,17,1,0.318,0.343,4,0.661,2021,2022,2
정민철,1972,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,1994,1
정민태,1970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,1
정민혁,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,1
정범모,1987,485,1082,943,85,196,47,0,19,300,96,13,10,80,10,262,22,4.053,3.203,38,7.256,2006,2022,17
정범수,1992,4,8,7,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.125,0,0.125,2011,2011,1
정병곤,1988,165,220,197,36,39,2,1,2,49,20,1,0,9,5,52,8,1.116,1.086,8,2.202,2011,2019,9
정병희,1983,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2006,3
정보근,1999,350,674,596,40,124,10,2,4,150,41,2,1,46,5,143,20,1.539,1.695,14,3.234,2019,2024,6
정보명,1980,439,1330,1189,112,322,66,6,9,427,137,11,14,94,20,236,36,2.459,2.688,36,5.147,2003,2013,11
정삼룡,1965,71,152,138,13,25,3,0,5,43,13,0,1,12,0,25,7,0.991,0.833,6,1.824,1990,1992,3
정삼흠,1961,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,1,1992,1995,4
정상교,1991,12,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0,0.5,2011,2012,2
정상진,1964,165,356,323,22,73,13,1,1,91,29,6,2,17,4,37,5,1.556,1.865,3,3.421,1987,1992,6
정상호,1982,1154,2787,2453,285,600,126,3,73,951,346,3,14,184,62,697,64,6.098,4.868,64,10.966,2001,2021,21
정성곤,1996,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,2019,4
정성룡,1964,533,1202,1015,117,231,46,1,27,360,125,9,5,158,12,206,19,3.41,3.305,6,6.715,1984,1995,12
정성만,1955,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,1985,1
정성열,1976,17,19,18,1,1,0,0,0,1,0,0,0,0,1,6,2,0.111,0.2,0,0.311,2002,2003,2
정성종,1995,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,1
정성철,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,1
정성훈,1972,3,8,7,0,1,0,0,0,1,1,0,0,0,0,3,0,0.25,0.2,0,0.45,1990,1991,2
정성훈,1977,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2004,1
정성훈,1980,2223,8475,7359,1040,2159,396,23,174,3123,997,130,64,813,120,1054,216,8.511,7.397,220,15.908,1999,2018,20
정수근,1977,1544,6128,5329,866,1493,230,50,24,1895,450,474,156,621,51,608,84,5.198,5.296,61,10.494,1995,2009,15
정수민,1990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2021,5
정수빈,1990,1679,6071,5277,915,1477,202,87,36,1961,544,327,102,543,80,778,74,5.692,5.29,24,10.982,2009,2024,16
정수성,1978,722,1230,1071,212,258,34,10,7,333,58,127,40,73,36,237,14,3.617,3.724,11,7.341,1998,2013,16
정영규,1970,655,1953,1719,214,440,84,15,45,689,180,12,29,173,33,362,27,3.706,2.955,15,6.661,1993,2001,9
정영기,1956,743,2169,1963,172,472,57,10,8,573,162,25,21,144,10,211,47,2.543,2.543,100,5.086,1982,1990,9
정영일,1988,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020,5
정영진,1965,189,417,345,30,72,20,2,0,96,16,3,3,47,8,86,7,0.867,0.948,4,1.815,1991,1993,3
정용운,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2016,1
정우람,1985,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2023,19
정우영,1999,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2019,2024,6
정원,1982,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2006,6
정원배,1973,46,76,73,7,17,3,0,1,23,7,1,0,3,0,17,0,0.474,0.413,2,0.887,1998,2000,3
정원석,1977,542,1138,971,138,250,36,7,16,348,104,38,25,95,43,233,25,2.68,3.399,37,6.079,2000,2012,13
정은원,2000,747,2900,2474,356,637,98,19,32,869,230,57,29,376,11,495,33,2.389,2.432,61,4.821,2018,2024,7
정의윤,1986,1369,4454,4060,457,1127,185,13,119,1695,563,29,21,268,69,641,114,5.915,4.852,30,10.767,2005,2021,17
정인교,1957,48,65,58,3,8,1,0,0,9,4,0,0,4,2,10,6,0.448,0.554,4,1.002,1984,1987,4
정인욱,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2018,4
정인호,1978,4,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0.5,0.5,0,1,1998,1998,1
정재복,1981,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2010,7
정재원,1984,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2010,1
정재호,1967,29,60,55,6,14,6,0,0,20,4,0,1,3,1,11,0,0.364,0.3,2,0.664,1990,1990,1
정재훈,1972,6,19,18,1,6,2,0,0,8,2,1,1,1,0,1,0,0.444,0.368,1,0.812,1991,1991,1
정재훈,1980,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2013,10
정재훈,1981,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2007,1
정정오,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2001,1
정존수,1970,5,7,5,1,2,1,0,0,3,3,0,0,1,0,3,0,0.6,0.4,0,1,1989,1990,2
정종수,1980,18,24,21,1,1,0,0,0,1,1,0,0,2,1,8,1,0.05,0.174,3,0.224,2003,2008,6
정종현,1959,151,307,271,32,60,8,2,11,105,31,1,4,20,10,34,8,1.988,1.69,7,3.678,1982,1987,6
정주현,1990,762,1888,1653,260,392,68,12,18,538,153,68,35,170,6,383,33,3.232,3.127,74,6.359,2009,2023,15
정주후,1995,29,7,6,8,0,0,0,0,0,0,1,1,1,0,1,0,0,0.5,2,0.5,2016,2020,5
정준영,2004,77,129,110,15,28,4,0,0,32,9,0,0,11,1,27,2,0.591,0.657,3,1.248,2023,2024,2
정준재,2003,88,240,215,40,66,8,5,1,87,23,16,5,19,3,49,3,0.405,0.371,3,0.776,2024,2024,1
정준혁,1994,6,11,11,1,3,0,0,0,3,1,0,0,0,0,6,0,0.273,0.273,0,0.546,2019,2019,1
정진,1979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2013,1
정진기,1992,400,867,803,119,183,25,4,23,285,94,29,7,42,9,200,8,2.187,2.696,17,4.883,2011,2022,12
정진식,1971,93,113,106,13,25,5,0,1,33,5,1,1,6,0,26,0,0.928,0.95,6,1.878,1994,2001,8
정진용,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2001,1
정진철,1991,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2016,1
정진호,1956,452,1193,1035,110,261,43,4,6,330,89,25,25,103,14,142,25,2.484,2.719,76,5.203,1983,1990,8
정진호,1988,635,1451,1278,215,334,54,8,14,446,134,45,20,121,10,216,24,2.931,2.916,6,5.847,2011,2021,11
정찬헌,1990,7,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,2,2009,2019,11
정철원,1999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,3
정태관,1961,9,19,19,1,3,1,0,0,4,0,0,0,0,0,4,1,0.222,0.167,0,0.389,1987,1988,2
정학수,1956,356,1236,1052,137,283,52,6,6,365,92,28,20,141,8,92,19,1.679,1.835,34,3.514,1982,1989,8
정학수,1977,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,1996,1
정학원,1968,68,165,146,8,32,3,2,0,39,20,2,1,10,4,32,3,0.704,0.748,5,1.452,1991,1995,5
정해영,2001,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2024,4
정혁진,1960,97,230,217,19,52,8,1,3,71,25,3,2,7,3,29,3,0.551,0.482,4,1.033,1982,1983,2
정현,1994,386,878,758,95,186,37,4,11,264,66,8,6,61,31,179,29,1.785,1.671,29,3.456,2013,2021,9
정현발,1953,476,1405,1202,158,313,59,4,46,518,187,15,19,161,6,204,29,3.049,2.478,11,5.527,1982,1988,7
정현석,1984,378,969,858,110,225,36,1,12,299,71,8,10,78,17,152,29,1.706,1.76,9,3.466,2008,2017,10
정현승,2001,23,31,29,1,7,0,0,1,10,4,1,0,2,0,6,0,0.345,0.29,0,0.635,2024,2024,1
정현욱,1978,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2016,14
정현택,1980,55,95,86,11,22,1,1,2,31,8,1,0,8,1,19,3,1.297,1.277,0,2.574,1999,2001,3
정형식,1991,350,871,734,114,176,36,8,9,255,73,37,19,86,19,147,11,1.285,1.621,5,2.906,2009,2014,6
정호진,1974,80,158,137,14,28,5,0,0,33,8,1,0,9,2,15,8,1.231,1.471,10,2.702,1993,1998,6
정회선,1974,5,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0,1,1999,1999,1
정회열,1968,621,1677,1501,146,369,58,4,36,543,200,7,15,99,24,216,45,3.002,2.638,32,5.64,1990,1999,10
정훈,1987,1399,4672,4026,623,1103,202,21,78,1581,521,76,31,468,73,861,86,5.842,5.109,79,10.951,2010,2024,15
정희상,1982,74,148,132,15,27,5,1,2,40,9,4,0,12,2,41,4,0.63,0.732,1,1.362,2005,2010,6
제러드,1995,38,169,144,29,47,16,1,10,95,39,4,0,21,3,35,0,0.66,0.42,1,1.08,2024,2024,1
조경택,1970,770,1531,1295,123,299,59,3,15,409,112,7,12,135,38,286,32,3.175,3.407,36,6.582,1992,2003,12
조경환,1972,897,3006,2622,350,683,141,10,131,1237,444,12,19,274,60,781,46,4.439,3.273,14,7.712,1998,2007,10
조규수,1981,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2010,10
조규제,1967,4,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1996,2001,6
조규철,1969,249,246,222,41,45,6,3,1,60,20,18,6,13,2,70,4,1.871,1.554,17,3.425,1993,1999,7
조남기,1974,25,41,37,5,10,2,0,0,12,5,0,0,3,1,6,1,1.023,0.824,2,1.847,1997,1999,3
조대현,1999,32,49,40,2,11,2,0,0,13,3,0,0,3,0,15,1,0.361,0.35,0,0.711,2022,2024,3
조동찬,1983,1171,3867,3360,470,867,156,6,92,1311,426,150,29,311,75,784,75,6.154,5.047,110,11.201,2002,2018,17
조동화,1981,1189,3513,2940,449,736,73,30,9,896,232,191,50,297,47,583,29,3.741,3.995,14,7.736,2001,2016,16
조만형,1970,9,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1992,1992,1
조무근,1991,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2017,3
조문기,1981,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,2004,1
조민성,2003,27,45,42,4,10,2,0,1,15,8,1,1,2,1,13,1,0.814,0.645,1,1.459,2022,2023,2
조민철,1979,17,25,23,1,4,0,0,0,4,3,0,0,1,1,7,0,0.325,0.424,0,0.749,2002,2003,2
조범현,1960,620,1214,1091,103,219,38,5,12,303,107,15,15,64,3,179,16,2.929,2.555,35,5.484,1982,1992,11
조병욱,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,1
조병일,1967,19,15,14,4,3,1,0,0,4,0,2,0,1,0,4,0,0.75,0.731,0,1.481,1993,1994,2
조병찬,1977,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,2001,1
조병현,2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1
조상수,1976,3,6,6,0,1,0,0,0,1,0,0,0,0,0,4,0,0.167,0.167,0,0.334,2000,2001,2
조상우,1994,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2021,4
조상헌,1964,30,53,52,8,11,2,0,0,13,2,2,2,1,0,10,0,0.283,0.255,4,0.538,1988,1989,2
조성모,1992,3,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0.5,0.5,0,1,2016,2016,1
조성옥,1961,920,2545,2148,227,532,78,17,5,659,210,38,43,229,24,218,30,3.599,3.814,13,7.413,1984,1995,12
조성우,1988,57,113,100,18,20,0,0,4,32,11,6,1,10,0,23,0,0.327,0.275,0,0.602,2013,2014,2
조성운,1989,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,1
조성환,1976,1032,3482,3077,459,874,167,7,44,1187,329,116,33,259,51,492,51,4.738,4.365,69,9.103,1999,2014,16
조세진,2003,39,88,86,6,16,3,0,0,19,6,0,1,1,0,25,4,0.221,0.195,1,0.416,2022,2022,1
조셉,1991,55,217,197,17,54,3,0,9,84,36,0,1,14,4,46,3,0.426,0.332,4,0.758,2019,2019,1
조수행,1993,797,1188,1047,251,269,21,9,4,320,90,150,32,97,10,205,13,2.454,2.577,8,5.031,2016,2024,9
조순권,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2008,1
조쉬벨,1986,63,275,240,33,64,8,1,10,104,39,3,0,30,1,56,10,0.433,0.345,5,0.778,2014,2014,1
조승수,1990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2010,2
조승현,1978,70,114,103,7,20,2,0,4,34,11,1,0,4,3,34,4,1.564,1.324,1,2.888,1997,2005,9
조양근,1964,534,1353,1189,143,276,35,8,6,345,92,51,25,96,11,163,24,1.689,1.743,47,3.432,1988,1994,7
조연제,1975,10,12,9,0,2,0,0,0,2,1,0,0,3,0,3,0,0.222,0.417,1,0.639,1994,1994,1
조영건,1999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2021,2
조영민,1981,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2008,5
조영훈,1982,855,2034,1786,219,459,94,6,47,706,258,35,17,189,15,442,19,4.43,3.619,35,8.049,2005,2017,13
조요한,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2022,2
조용준,1979,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2005,4
조용호,1965,361,988,843,132,246,30,6,6,306,60,24,31,94,24,149,12,1.946,2.141,9,4.087,1987,1993,7
조용호,1989,696,2327,2013,286,553,67,9,3,647,173,52,24,269,11,364,29,2.283,2.572,4,4.855,2017,2024,8
조용훈,1987,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2009,3
조웅천,1971,27,3,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1999,2008,10
조원빈,1993,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,1
조원우,1971,1368,4813,4220,586,1190,164,25,68,1608,443,123,53,335,68,538,85,5.406,4.849,12,10.255,1994,2008,15
조유신,1975,74,129,111,13,22,4,1,1,31,6,1,0,11,0,32,4,0.624,0.555,10,1.179,1997,2000,4
조윤준,1989,81,140,130,10,26,1,1,0,29,17,0,0,3,1,32,5,1.864,1.94,3,3.804,2012,2017,6
조윤채,1977,94,140,113,38,28,4,0,1,35,3,5,4,16,5,30,2,0.899,0.911,1,1.81,2002,2004,3
조은진,1975,30,11,10,4,2,0,0,0,2,1,4,2,1,0,5,0,0.2,0.273,1,0.473,1998,1998,1
조이현,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,1
조인성,1975,1948,5906,5351,576,1348,248,10,186,2174,801,13,16,359,54,1055,142,7.621,5.723,97,13.344,1998,2017,20
조인신,1980,49,44,41,6,6,2,0,0,8,2,1,0,2,0,9,0,0.296,0.308,2,0.604,2004,2005,2
조재영,1980,14,5,4,1,1,1,0,0,2,1,0,0,1,0,0,0,1,0.5,0,1.5,1999,2001,3
조재호,1980,382,586,509,56,111,20,3,5,152,53,6,8,54,10,104,11,3.35,3.112,4,6.462,2002,2012,11
조재환,1964,218,575,505,47,120,12,0,1,135,15,4,5,53,1,48,8,1.047,1.273,4,2.32,1987,1990,4
조정권,1976,127,145,132,14,26,2,0,1,31,9,1,0,9,2,23,6,0.605,0.674,1,1.279,2001,2003,3
조정원,1990,65,116,104,7,16,1,1,0,19,8,4,1,8,0,24,3,0.37,0.432,10,0.802,2013,2015,3
조정훈,1985,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2018,14
조제영,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,1
조종규,1955,53,55,48,2,3,0,0,1,6,1,1,0,5,2,16,2,0.275,0.367,3,0.642,1983,1984,2
조중근,1982,421,812,727,69,167,23,3,15,241,85,10,5,45,18,188,19,3.406,3.184,15,6.59,2003,2015,13
조지훈,1994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2013,1
조찬관,1965,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,1990,1
조충열,1959,569,1294,1163,104,251,35,4,3,303,66,15,11,71,14,118,45,2.175,2.189,68,4.364,1982,1990,9
조태수,1983,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2011,6
조평호,1985,118,206,184,25,41,11,0,4,64,16,1,1,17,2,56,7,1.607,1.866,8,3.473,2006,2017,12
조필현,1971,111,208,178,21,31,5,3,0,42,11,10,7,21,2,56,3,0.452,0.839,4,1.291,1990,1994,5
조한민,2000,77,197,177,22,36,10,2,5,65,20,3,2,13,4,79,4,0.694,0.528,9,1.222,2020,2021,2
조한욱,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2016,1
조현,1974,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,1999,1
조현,1976,243,604,543,67,126,18,4,14,194,65,5,3,47,7,134,11,1.395,1.267,1,2.662,1995,2002,8
조현근,1985,10,2,2,1,1,0,1,0,3,2,0,0,0,0,0,0,3,1,0,4,2005,2014,10
조현수,1979,222,521,462,47,116,24,0,6,158,46,2,3,30,20,104,8,1.007,0.966,1,1.973,2002,2005,4
조현우,1994,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021,1
조현진,2002,10,5,5,0,1,0,0,0,1,0,0,0,0,0,1,1,0.2,0.2,0,0.4,2023,2023,1
조형식,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,1
조형우,2002,90,184,164,15,32,5,1,2,45,17,0,0,10,5,34,2,0.778,0.813,6,1.591,2022,2024,3
조호,1957,77,79,66,11,15,2,0,0,17,4,4,2,6,5,16,1,0.792,0.891,15,1.683,1982,1985,4
조홍석,1990,116,220,191,27,37,9,2,0,50,10,3,5,18,6,53,3,0.8,0.851,1,1.651,2013,2019,7
조홍준,1977,27,38,35,3,4,1,0,1,8,3,0,0,2,1,18,2,0.229,0.184,0,0.413,2000,2000,1
조효상,1974,198,222,204,30,41,16,2,1,64,17,3,2,10,5,74,1,2.258,1.996,2,4.254,1996,2005,10
조흥운,1954,291,859,774,100,187,33,8,5,251,71,71,29,59,2,106,11,1.186,1.146,21,2.332,1982,1986,5
존갈,1978,43,124,107,10,26,6,0,0,32,10,0,2,15,0,12,7,0.299,0.333,2,0.632,2006,2006,1
존슨,1975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2003,1
주경업,1968,58,120,110,9,22,3,0,0,25,8,1,0,9,0,16,3,0.66,0.762,3,1.422,1991,1993,3
주권,1995,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2024,8
주성원,2000,52,134,124,14,26,3,1,1,34,7,0,0,7,0,36,3,0.548,0.504,3,1.052,2023,2024,2
주승우,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1
주창훈,1981,1,3,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0.333,0,0.333,2005,2005,1
주현상,1992,122,254,222,18,47,7,0,0,54,12,2,0,21,3,47,5,0.493,0.538,7,1.031,2015,2024,10
주형광,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,1
주효상,1997,256,441,391,33,75,15,1,2,98,37,1,2,36,4,139,5,1.46,1.469,9,2.929,2016,2023,8
지명성,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,1
지석훈,1984,1207,2889,2538,283,569,121,10,47,851,285,12,14,210,66,633,67,7.34,5.177,93,12.517,2004,2021,18
지승민,1978,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2009,9
지승준,1977,60,58,54,8,13,0,0,0,13,4,1,0,4,0,8,2,0.438,0.554,1,0.992,1998,1999,2
지시완,1994,324,752,679,69,166,30,0,19,253,85,1,0,54,9,199,22,2.211,2.052,6,4.263,2015,2023,9
지연규,1969,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,2004,13
지윤석,1974,5,6,6,1,2,0,0,0,2,0,0,0,0,0,2,0,0.333,0.333,0,0.666,1994,1994,1
지재옥,1988,54,95,73,6,9,1,0,2,16,4,1,0,15,3,22,2,0.662,0.869,0,1.531,2012,2016,5
지화동,1967,404,903,806,104,167,32,2,3,212,68,36,21,57,4,132,16,1.06,1.075,41,2.135,1990,1994,5
지화선,1970,229,604,546,57,145,29,4,2,188,42,12,9,41,4,71,5,1.616,1.595,8,3.211,1993,1997,5
진갑용,1974,1823,5937,5242,567,1445,234,8,154,2157,753,13,15,473,93,720,154,7.694,6.524,97,14.218,1997,2015,19
진명호,1989,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2020,10
진상봉,1965,399,990,813,117,199,30,4,27,318,105,12,12,129,28,159,25,2.608,2.702,6,5.31,1990,1997,8
진야곱,1989,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2016,9
진우영,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1
진정민,1977,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996,1996,1
진정필,1966,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1991,1
진필중,1972,11,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1998,2004,7
진해수,1986,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2022,15
차동열,1956,433,1080,960,84,207,25,3,9,265,84,12,7,80,10,153,29,2.387,2.388,59,4.775,1982,1991,10
차동철,1963,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1992,1
차명석,1969,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1992,1
차명주,1973,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2006,5
차바치,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,1
차상욱,1972,87,104,89,9,15,1,1,0,18,5,7,3,10,2,20,2,0.384,0.553,1,0.937,1995,1996,2
차영석,1964,26,25,21,2,2,0,0,0,2,1,0,0,4,0,4,0,0.2,0.467,0,0.667,1988,1989,2
차영화,1957,532,1395,1236,136,290,33,4,2,337,75,80,41,90,11,100,25,2.051,2.219,46,4.27,1982,1989,8
차우찬,1987,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2017,11
차일목,1981,900,2350,1942,221,454,66,2,25,599,233,14,17,267,37,372,71,3.647,4.19,31,7.837,2003,2017,15
차정국,1976,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,2000,1
차정민,1982,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2011,6
차준섭,1956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1984,1
차화준,1986,220,366,324,46,73,12,3,1,94,16,9,5,22,6,81,5,1.431,1.415,16,2.846,2005,2013,9
채기영,1995,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,2015,1
채병용,1982,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2016,15
채상병,1979,411,1039,942,92,200,35,6,18,301,100,3,3,44,22,190,29,2.345,2.179,16,4.524,2002,2012,11
채상현,1993,5,12,10,0,3,0,0,0,3,0,1,0,1,0,3,1,0.3,0.364,0,0.664,2017,2017,1
채원후,1995,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2023,3
