name,birth,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,OPS,FY,LY,AY
안우진,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,1
안익훈,1996,398,608,537,86,148,14,2,1,169,38,7,5,46,8,76,11,2.104,2.515,5,4.619,2015,2024,10
안인산,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2021,1
안재만,1974,584,1572,1365,174,330,74,3,40,530,176,53,22,136,21,374,33,4.202,3.222,62,7.424,1997,2008,12
안재석,2002,222,556,499,58,113,20,3,6,157,36,7,0,38,8,136,9,0.936,0.819,29,1.755,2021,2023,3
안정광,1989,46,87,81,6,16,2,0,0,18,8,1,2,6,0,25,0,0.901,0.999,3,1.9,2011,2015,5
안주형,1993,179,298,259,40,58,5,0,1,66,23,5,3,22,1,69,6,1.336,1.333,9,2.669,2017,2024,8
안중열,1995,410,930,814,94,175,40,1,18,271,78,2,2,83,10,233,19,2.762,2.327,26,5.089,2015,2024,10
안지만,1983,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2016,14
안치영,1998,133,213,192,37,51,4,1,0,57,12,8,4,9,4,55,1,0.97,1.15,4,2.12,2017,2024,8
안치용,1979,528,1423,1226,167,314,56,5,32,476,169,25,5,165,6,313,16,3.205,3.175,6,6.38,2002,2013,12
안치홍,1990,1748,6990,6150,897,1829,345,25,153,2683,909,136,43,601,76,919,172,6.365,5.393,135,11.758,2009,2024,16
안태영,1985,53,117,97,15,29,8,0,2,43,12,1,0,8,12,35,3,0.913,0.83,0,1.743,2013,2014,2
안현민,2003,16,29,25,5,5,0,1,1,10,2,0,0,2,1,10,0,0.4,0.276,0,0.676,2024,2024,1
안현준,1995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020,6
안희봉,1972,43,74,68,4,16,2,0,3,27,12,0,0,3,2,22,3,1.206,0.958,1,2.164,1998,2001,4
알드리지,1979,117,480,414,55,98,20,1,20,180,73,6,2,59,2,139,5,0.435,0.331,1,0.766,2011,2011,1
알몬테,1989,60,250,225,18,61,9,0,7,91,36,1,0,22,1,50,9,0.404,0.336,2,0.74,2021,2021,1
알칸트라,1971,116,476,422,57,112,16,2,22,198,69,0,2,46,3,104,10,0.9,0.67,9,1.57,2003,2004,2
알테어,1991,279,1111,974,173,268,39,9,63,514,192,42,8,103,23,305,16,1.055,0.71,4,1.765,2020,2021,2
알포드,1994,213,870,774,131,223,50,4,29,368,120,22,5,80,9,230,9,0.965,0.718,7,1.683,2022,2023,2
애킨스,1977,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,1
애플러,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,1
앤서니,1982,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,2013,1
얀,1966,106,390,330,52,89,18,0,17,158,62,1,1,52,2,88,7,0.479,0.367,12,0.846,2001,2001,1
얀,1975,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2008,1
양도근,2003,16,29,23,5,4,0,1,0,6,2,0,0,5,0,8,0,0.261,0.321,0,0.582,2024,2024,1
양민석,1971,4,8,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1990,1991,2
양상문,1961,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1989,1989,1
양석환,1991,1039,3913,3557,463,932,180,7,156,1594,606,26,21,260,44,820,67,3.932,2.829,79,6.761,2015,2024,10
양성우,1989,406,1342,1168,150,295,53,5,9,385,115,17,8,123,26,209,25,1.721,1.814,8,3.535,2012,2020,9
양세종,1958,492,1649,1490,166,403,64,11,27,570,199,36,32,114,17,157,41,2.575,2.268,64,4.843,1982,1990,9
양승관,1959,446,1473,1334,150,330,66,6,31,501,155,14,19,99,12,202,29,2.649,2.37,26,5.019,1982,1990,9
양승철,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,1
양승학,1984,47,102,93,12,24,5,0,4,41,12,0,0,7,2,29,2,0.456,0.333,1,0.789,2004,2009,6
양승혁,1999,11,5,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2022,2022,1
양승호,1960,195,467,413,33,92,14,2,4,122,41,5,3,28,13,44,16,1.201,1.152,18,2.353,1983,1986,4
양영동,1983,173,210,180,44,34,5,1,0,41,8,20,5,22,2,47,2,0.696,0.853,0,1.549,2006,2013,8
양용모,1967,746,1885,1658,210,395,71,7,21,543,187,83,32,159,19,392,41,3.121,2.941,39,6.062,1991,2002,12
양우현,2000,15,40,37,0,3,0,0,0,3,1,0,0,2,0,11,2,0.13,0.238,3,0.368,2019,2024,6
양원혁,1991,11,8,7,6,3,0,0,0,3,1,0,0,1,0,0,0,0.9,1,1,1.9,2015,2019,5
양의지,1987,1833,6866,5904,876,1815,326,11,262,2949,1106,56,23,668,172,757,202,7.409,5.798,72,13.207,2007,2024,18
양종민,1990,150,165,147,24,27,5,1,1,37,17,1,4,11,0,53,5,1.669,1.475,12,3.144,2009,2019,11
양종성,1976,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1995,1
양준혁,1969,2135,8807,7332,1299,2318,458,25,351,3879,1389,193,119,1278,102,910,166,9.315,7.526,53,16.841,1993,2010,18
양지율,1998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2024,5
양찬열,1997,113,231,200,37,47,6,2,3,66,22,3,2,27,2,49,3,1.061,1.409,1,2.47,2020,2024,5
양창섭,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,1
양현,1992,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2023,9
양현기,1966,13,20,19,0,4,1,0,0,5,0,0,0,1,0,1,1,0.263,0.25,0,0.513,1988,1988,1
양현석,1977,400,904,795,81,191,34,3,24,303,114,7,7,72,20,163,19,1.813,1.467,5,3.28,2000,2007,8
양현종,1988,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,2007,1
양회열,1971,204,537,465,48,111,11,1,0,124,25,2,6,37,5,98,6,0.907,1.173,36,2.08,1991,1996,6
양후승,1961,388,531,450,83,101,15,3,6,140,32,17,18,62,3,103,7,2.128,2.265,14,4.393,1985,1992,8
양훈,1986,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2012,5
어센시오,1983,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2014,1
엄상백,1996,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2019,4
엄정대,1975,175,174,153,34,32,3,1,3,46,19,3,3,9,5,40,5,1.177,1.198,1,2.375,1998,2003,6
엄정욱,1981,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2009,6
엄종수,1973,19,15,14,0,1,0,0,0,1,0,0,0,0,1,2,0,0.071,0.133,0,0.204,1996,1996,1
엄태섭,1959,46,109,105,8,19,3,0,0,22,6,2,0,4,0,14,1,0.232,0.232,1,0.464,1982,1984,3
엄태용,1994,56,83,81,4,18,5,0,0,23,7,1,0,2,0,24,1,0.532,0.434,2,0.966,2013,2014,2
에레디아,1991,258,1114,1014,158,348,60,1,33,509,194,16,11,67,22,148,25,0.999,0.784,8,1.783,2023,2024,2
에레라,1972,156,672,628,84,206,35,2,21,308,83,17,12,32,6,81,12,0.955,0.713,6,1.668,2001,2002,2
에르난데스,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,1
에반,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2015,1
에반스,1986,256,1062,914,151,275,50,0,51,478,171,2,0,130,8,204,25,1.055,0.782,2,1.837,2016,2017,2
엔젤,1975,40,156,131,21,36,3,0,9,66,27,2,0,23,2,30,4,0.504,0.391,2,0.895,2004,2004,1
여건욱,1986,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2019,6
여동건,2005,9,11,10,2,4,0,0,0,4,0,3,0,1,0,2,0,0.4,0.455,0,0.855,2024,2024,1
여태구,1964,591,1727,1495,200,376,63,17,18,527,148,86,33,168,10,201,11,2.386,2.38,15,4.766,1988,1995,8
연경흠,1983,345,875,774,102,180,40,3,26,304,88,2,1,76,13,183,19,1.882,1.518,5,3.4,2006,2013,8
염경엽,1968,896,1686,1449,197,283,53,7,5,365,110,83,34,122,11,208,21,2.087,2.265,58,4.352,1991,2000,10
염종석,1973,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,2008,1
예진원,1999,117,218,190,23,33,9,1,2,50,13,0,1,19,2,49,3,1.446,1.595,0,3.041,2018,2024,7
오규택,1973,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2000,2
오그레디,1992,22,86,80,3,10,3,0,0,13,8,1,0,5,0,40,0,0.163,0.174,1,0.337,2023,2023,1
오넬리,1983,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,2011,1
오대석,1960,723,2410,2055,249,514,77,7,36,713,248,41,20,250,22,264,47,3.305,3.275,100,6.58,1982,1991,10
오덕환,1959,198,385,344,23,69,7,0,0,76,16,4,4,21,2,34,6,0.657,0.752,19,1.409,1986,1988,3
오두철,1985,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2014,1
오리어리,1969,63,240,211,30,56,14,2,10,104,28,0,0,23,4,37,7,0.493,0.346,0,0.839,2004,2004,1
오명종,1974,5,15,15,1,2,0,0,0,2,1,2,0,0,0,1,0,0.133,0.133,1,0.266,1993,1993,1
오명진,2001,9,9,8,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0.5,0,0.5,2020,2024,5
오봉옥,1968,8,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,2004,9
오상민,1974,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2009,9
오상욱,1972,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,1992,1
오석주,1998,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2024,2
오선우,1996,131,184,170,19,32,1,1,7,56,24,0,0,10,4,77,2,1.428,1.181,2,2.609,2019,2024,6
오선진,1989,1135,2989,2632,275,633,94,6,18,793,229,49,28,202,59,517,75,4.116,4.438,69,8.554,2008,2024,17
오세학,1979,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0.167,0.167,0,0.334,2001,2001,1
오스틴,1993,279,1187,1047,186,331,61,7,55,571,227,19,11,114,6,157,20,1.09,0.76,22,1.85,2023,2024,2
오승준,1982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,2002,1
오승환,1982,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2024,20
오영수,2000,187,555,492,50,113,19,1,13,173,60,3,9,42,9,128,9,1.463,1.192,12,2.655,2018,2024,7
오우진,1979,19,25,24,1,6,0,0,1,9,4,0,0,0,1,8,2,0.964,0.58,1,1.544,2001,2003,3
오원석,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020,1
오윤,1981,350,692,592,61,135,22,3,8,187,71,8,4,80,11,151,21,2.295,2.361,2,4.656,2005,2014,10
오윤석,1992,545,1433,1234,165,313,59,4,26,458,153,11,4,139,21,304,36,2.834,2.59,29,5.424,2015,2024,10
오장한,2002,4,9,8,2,1,0,0,0,1,0,0,0,1,0,6,0,0.143,0.25,0,0.393,2021,2023,3
오장훈,1984,14,30,29,1,6,2,0,0,8,1,0,1,1,0,11,3,1.034,0.858,1,1.892,2009,2014,6
오재원,1985,1571,4929,4321,678,1152,192,33,64,1602,521,289,89,462,48,933,84,5.502,5.118,114,10.62,2007,2022,16
오재일,1986,1491,5188,4498,616,1229,274,7,215,2162,873,14,7,582,31,1132,68,7.074,5.418,54,12.492,2005,2024,20
오재필,1982,162,264,233,32,49,6,1,3,66,21,15,5,17,6,95,1,1.008,1.051,1,2.059,2006,2013,8
오정복,1986,425,1219,1070,155,306,50,4,19,421,127,7,8,103,13,138,19,2.315,2.127,7,4.442,2009,2018,10
오정환,1999,39,47,45,9,8,1,0,0,9,3,0,2,1,0,21,1,0.437,0.421,2,0.858,2019,2021,3
오주상,1977,2,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.25,0,0.25,1999,1999,1
오주원,1985,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2021,12
오준혁,1992,280,591,542,67,127,21,4,9,183,59,3,7,35,5,144,15,2.295,2.143,2,4.438,2011,2022,12
오준형,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,1
오중석,1973,12,10,9,2,2,0,0,0,2,1,1,1,0,0,3,0,0.45,0.45,0,0.9,1996,1997,2
오지환,1990,1858,7339,6324,1012,1673,323,62,164,2612,866,273,103,785,93,1611,92,6.236,5.437,252,11.673,2009,2024,16
오진희,1974,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,1996,1
오철민,1973,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2004,2
오충원,1975,20,27,21,2,1,0,0,0,1,1,0,0,4,1,9,0,0.071,0.388,0,0.459,1998,1999,2
오카모토,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2010,1
오태곤,1991,1194,3114,2815,466,735,155,8,73,1125,328,152,45,196,41,725,59,4.367,3.493,58,7.86,2011,2024,14
오태근,1978,214,333,288,42,54,13,2,1,74,11,27,17,27,7,69,2,1.03,1.683,2,2.713,2003,2009,7
오태양,2002,37,8,7,9,0,0,0,0,0,0,5,5,0,1,4,0,0,0.25,1,0.25,2021,2023,3
오현근,1985,57,64,54,8,10,2,0,0,12,5,3,2,8,0,13,0,0.736,0.897,1,1.633,2008,2016,9
오현택,1985,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2021,13
오효근,1965,26,29,25,6,4,0,0,0,4,1,2,0,2,1,9,1,0.371,0.5,1,0.871,1988,1990,3
왈론드,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,1
왓슨,1978,10,42,38,3,7,1,0,2,14,6,0,0,4,0,5,1,0.368,0.262,0,0.63,2009,2009,1
용덕한,1981,653,1100,988,106,223,36,1,9,288,74,7,7,59,15,203,33,3.776,3.329,22,7.105,2004,2016,13
우경하,1957,323,932,854,77,192,26,3,17,275,70,5,12,39,21,136,19,1.654,1.45,14,3.104,1983,1988,6
우규민,1985,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2024,21
우동균,1989,355,727,614,87,135,28,3,9,196,83,11,8,94,2,143,6,2.195,2.305,3,4.5,2008,2017,10
우드,1967,35,122,110,10,28,9,0,1,40,9,1,1,11,1,20,3,0.364,0.328,1,0.692,2000,2000,1
우승진,1973,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,1996,1
우용득,1950,14,20,18,0,2,0,0,0,2,1,0,0,2,0,5,0,0.111,0.2,0,0.311,1983,1983,1
우즈,1969,614,2624,2228,412,655,90,6,174,1279,510,27,10,358,17,610,62,2.86,1.954,22,4.814,1998,2002,5
우태원,1972,16,6,6,3,1,0,0,0,1,0,1,0,0,0,4,0,0.2,0.2,1,0.4,1993,1994,2
우효동,1970,21,16,16,3,1,0,0,0,1,0,0,0,0,0,5,2,0.1,0.1,1,0.2,1992,1994,3
워렌,1967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2001,1
워스,1985,3,11,9,0,1,0,0,0,1,0,0,0,2,0,2,1,0.111,0.273,0,0.384,2017,2017,1
원성준,2000,51,125,112,12,28,5,0,2,39,11,2,0,10,0,36,2,0.348,0.306,1,0.654,2024,2024,1
원용묵,1986,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2013,8
원원근,1967,460,1233,1069,105,277,48,6,8,361,121,19,21,125,8,154,18,2.038,2.377,50,4.415,1988,1995,8
원종현,1987,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2024,9
원혁재,1995,11,23,21,2,2,1,0,0,3,0,0,0,2,0,12,0,0.143,0.174,0,0.317,2022,2022,1
원현식,1970,26,31,28,4,6,3,0,1,12,1,1,0,2,1,7,0,0.835,0.508,0,1.343,1993,1994,2
위재영,1972,3,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,1995,2005,11
윈스턴,1966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,2001,1
윌리엄스,1964,37,164,133,22,33,7,0,12,76,26,0,0,25,4,36,4,0.571,0.378,0,0.949,2000,2000,1
윌리엄스,1993,68,273,258,29,63,14,0,9,104,45,1,1,8,4,63,6,0.403,0.275,3,0.678,2023,2023,1
윌리엄슨,1990,40,168,154,19,42,7,1,4,63,15,0,1,13,0,50,2,0.409,0.327,2,0.736,2019,2019,1
윌슨,1990,68,268,231,21,58,15,0,9,100,37,1,2,31,5,60,8,0.433,0.351,4,0.784,2019,2019,1
유강남,1992,1203,3884,3466,395,914,152,1,118,1422,522,8,3,245,105,688,117,4.184,3.419,46,7.603,2011,2024,14
유고웅,1958,336,1177,1024,112,251,31,6,11,327,91,43,21,106,5,93,19,1.254,1.26,48,2.514,1985,1988,4
유광진,1965,11,30,26,2,6,0,0,0,6,2,0,0,1,1,2,0,0.231,0.286,1,0.517,1988,1988,1
유덕형,1984,6,6,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2005,2007,3
유동효,1965,435,1029,885,103,187,33,4,17,279,83,10,5,108,11,220,22,1.811,1.72,48,3.531,1988,1994,7
유동훈,1977,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2012,10
유두열,1956,738,2593,2224,297,588,102,14,58,892,268,56,40,256,47,220,47,3.473,3.122,29,6.595,1983,1991,9
유로결,2000,182,379,339,40,53,9,0,2,68,24,6,3,25,4,104,10,1.2,1.342,1,2.542,2019,2024,6
유명선,1965,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1993,1993,1
유민상,1989,367,1122,955,116,251,56,2,23,380,156,3,1,125,26,203,34,2.827,2.501,17,5.328,2015,2021,7
유상빈,2000,20,57,52,4,15,5,0,0,20,4,0,1,1,1,12,0,0.435,0.569,0,1.004,2022,2023,2
유서준,1995,59,47,45,16,7,1,0,1,11,2,4,2,2,0,15,3,0.5,0.434,2,0.934,2015,2021,7
유선정,1986,160,324,273,23,55,7,1,1,67,27,2,1,37,3,59,6,1.191,1.47,7,2.661,2007,2015,9
유성기,1972,14,13,11,2,2,0,0,0,2,0,0,0,2,0,7,0,0.643,0.833,2,1.476,1991,1993,3
유성룡,1960,38,72,66,4,16,1,0,0,17,12,2,1,1,2,12,2,0.492,0.515,3,1.007,1983,1985,3
유승안,1956,787,2507,2189,238,576,85,3,92,943,358,15,22,264,9,411,51,4.092,3.329,41,7.421,1982,1991,10
유승철,1998,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018,2018,1
유영원,1969,27,56,55,6,10,4,1,2,22,6,0,0,1,0,21,0,0.878,0.42,2,1.298,1992,1993,2
유영준,1994,9,8,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2017,2020,4
유영찬,1997,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1
유영환,1969,80,226,198,16,40,4,1,2,52,13,2,2,10,3,41,3,1.13,1.006,13,2.136,1992,1994,3
유용목,1986,13,8,8,0,1,0,0,0,1,0,0,0,0,0,4,0,0.2,0.2,0,0.4,2007,2009,3
유원상,1986,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2021,8
유재신,1987,516,447,395,146,102,11,5,1,126,40,62,26,36,2,99,6,2.62,2.671,18,5.291,2008,2019,12
유재웅,1979,392,842,753,84,185,42,1,21,292,95,2,6,72,11,194,16,2.623,2.361,6,4.984,2002,2012,11
유재유,1997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2018,2
유재혁,1992,22,15,11,3,1,0,0,0,1,1,1,0,3,0,5,0,0.091,0.267,0,0.358,2013,2013,1
유제룡,1956,77,187,167,17,34,3,1,0,39,8,5,5,14,0,23,3,0.565,0.597,1,1.162,1984,1986,3
유종겸,1956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,1987,1
유준규,2002,7,16,14,3,3,0,0,0,3,0,0,0,1,0,6,0,0.214,0.267,0,0.481,2022,2022,1
유지홍,1962,265,561,513,40,127,17,0,2,150,41,8,9,32,6,69,9,1.371,1.447,3,2.818,1985,1990,6
유지훤,1955,630,2007,1807,173,407,54,15,12,527,187,38,30,106,23,141,54,2.021,1.91,137,3.931,1982,1988,7
유진우,1972,20,7,6,0,1,1,0,0,2,0,0,0,0,1,1,1,0.333,0.286,0,0.619,1994,1995,2
유충돌,1967,33,56,53,4,10,3,0,2,19,6,0,0,1,2,20,1,0.817,0.417,0,1.234,1990,1991,2
유태영,1969,7,16,15,1,1,0,0,0,1,0,0,0,1,0,6,1,0.067,0.125,0,0.192,1992,1992,1
유태완,1965,13,6,6,0,1,0,0,0,1,0,0,0,0,0,1,1,0.167,0.167,0,0.334,1990,1990,1
유태준,1975,5,6,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0.167,0.167,0,0.334,1994,1994,1
유필선,1970,179,395,329,54,78,16,2,6,116,31,4,6,34,18,92,4,1.948,2.092,4,4.04,1996,2001,6
유한준,1981,1650,6057,5316,717,1606,284,6,151,2355,883,35,20,594,45,728,153,6.361,5.404,16,11.765,2005,2021,17
유해덕,1962,61,51,47,10,7,1,0,0,8,1,3,3,4,0,7,0,0.295,0.353,1,0.648,1986,1988,3
유현승,1971,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1999,2001,3
유희관,1986,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2013,4
육선엽,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2024,1
윤경영,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2004,1
윤규진,1984,10,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2004,2016,13
윤근영,1986,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2010,2017,8
윤기수,1971,156,212,189,14,40,4,1,0,46,6,3,5,9,2,26,5,0.724,0.745,8,1.469,1994,1996,3
윤길현,1983,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2017,15
윤대경,1994,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2023,3
윤덕규,1963,1275,4545,4073,480,1161,192,48,47,1590,438,73,55,368,27,490,97,4.928,4.281,27,9.209,1985,1997,13
윤도경,1989,4,4,4,0,1,0,0,0,1,1,0,0,0,0,1,0,0.25,0.25,0,0.5,2015,2015,1
윤도현,2003,7,28,28,5,11,2,0,1,16,8,1,0,0,0,10,0,0.593,0.407,1,1,2023,2024,2
윤동균,1949,594,2278,1963,263,560,98,21,38,814,277,41,22,287,7,194,40,3.01,2.693,7,5.703,1982,1989,8
윤동희,2003,252,1049,932,143,269,54,5,16,381,127,10,14,95,8,185,21,1.038,0.863,9,1.901,2022,2024,3
윤명준,1989,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2022,3
윤병호,1989,83,113,106,17,19,4,0,1,26,5,3,0,4,1,27,2,1.022,0.7,1,1.722,2015,2018,4
윤상무,1979,11,5,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1999,2004,6
윤석권,1975,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1998,1998,1
윤석민,1985,941,3136,2821,372,805,137,4,103,1259,466,13,10,226,36,462,115,4.723,3.629,49,8.352,2004,2020,17
윤석민,1986,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2018,14
윤석환,1961,3,3,3,1,1,1,0,0,2,2,0,0,0,0,1,0,2,1,0,3,1985,1988,4
윤성빈,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2018,1
윤성환,1981,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2010,7
윤성훈,1966,151,261,229,21,40,8,1,0,50,15,6,2,18,4,45,2,0.442,0.685,13,1.127,1990,1992,3
윤수강,1990,67,95,89,8,17,7,0,1,27,8,0,0,5,0,30,2,1.148,0.911,4,2.059,2012,2020,9
윤수녕,2000,3,4,4,0,1,0,0,0,1,1,0,0,0,0,1,0,0.25,0.25,0,0.5,2023,2023,1
윤수호,1992,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2017,1
윤승균,1983,120,111,101,34,19,2,0,1,24,6,40,13,5,1,37,0,0.426,0.482,3,0.908,2005,2006,2
윤영삼,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2019,1
윤영수,1992,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2015,2015,1
윤요섭,1982,501,1042,905,93,228,35,1,26,343,135,10,7,89,19,199,34,3.7,3.149,12,6.849,2008,2017,10
윤용하,1968,236,447,404,46,99,21,2,14,166,50,2,6,33,2,79,8,1.696,1.123,5,2.819,1991,1994,4
윤인수,1974,10,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1997,1997,1
윤재국,1975,714,2019,1766,234,453,63,22,19,617,170,53,29,154,6,350,14,3.3,3.076,8,6.376,1998,2009,12
윤재호,1967,617,1560,1313,139,294,42,5,5,361,115,52,31,146,20,182,26,1.71,1.978,74,3.688,1989,1996,8
윤정빈,1999,110,241,205,32,51,4,1,8,81,23,2,3,29,5,64,2,0.688,0.704,0,1.392,2022,2024,3
윤정우,1988,126,164,144,34,33,8,0,3,50,15,15,3,8,8,38,7,1.058,0.915,2,1.973,2011,2018,8
윤정현,1993,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2024,5
윤준혁,2001,13,18,17,3,3,2,0,0,5,0,0,0,1,0,6,0,0.294,0.222,1,0.516,2024,2024,1
윤준호,2000,3,4,4,1,1,0,0,0,1,1,0,0,0,0,1,0,0.25,0.25,0,0.5,2024,2024,1
윤중현,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023,1
윤중환,1990,20,30,27,1,6,0,0,1,9,4,0,1,3,0,6,0,0.36,0.321,1,0.681,2011,2015,5
윤지웅,1988,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2019,6
윤진호,1986,403,288,260,42,40,10,0,1,53,15,6,4,11,2,70,9,1.844,1.782,19,3.626,2009,2019,11
